,belongs_to_collection,revenue
26092,{},0
26093,{},0
26094,{},0
26095,Wishmaster Collection,0
26096,{},0
26097,{},0
26098,{},0
26099,{},0
26100,{},0
26101,{},0
26102,Leprechaun Collection (Original Series),0
26103,{},0
26104,{},0
26105,Reeker Collection,0
26106,{},0
26107,Sometimes They Come Back Collection,0
26108,The Dentist Collection,0
26109,{},26055
26110,{},0
26111,{},0
26112,{},0
26113,{},0
26114,{},0
26115,{},0
26116,{},0
26117,{},0
26118,{},0
26119,{},0
26120,{},0
26121,{},0
26122,{},0
26123,{},0
26124,{},0
26125,{},0
26126,{},0
26127,{},48965210
26128,{},0
26129,{},0
26130,{},0
26131,{},0
26132,{},0
26133,Fu Manchu Collection,0
26134,{},0
26135,{},0
26136,The Carry On Collection,0
26137,The Carry On Collection,0
26138,The Carry On Collection,0
26139,{},0
26140,{},1262091
26141,{},0
26142,{},0
26143,{},0
26144,{},0
26145,{},0
26146,{},0
26147,{},0
26148,{},0
26149,East Side Kids,0
26150,{},0
26151,{},0
26152,{},0
26153,{},0
26154,{},0
26155,{},0
26156,{},0
26157,{},0
26158,{},0
26159,{},0
26160,{},0
26161,{},0
26162,{},0
26163,{},0
26164,{},2228951
26165,{},0
26166,{},0
26167,{},3558669
26168,Wishmaster Collection,0
26169,{},0
26170,{},0
26171,{},809000
26172,{},0
26173,{},0
26174,{},0
26175,{},0
26176,{},0
26177,Shark.Attack,0
26178,{},0
26179,{},0
26180,{},0
26181,{},0
26182,{},0
26183,{},0
26184,{},0
26185,{},0
26186,{},0
26187,{},0
26188,{},0
26189,{},0
26190,{},0
26191,Ator Collection,0
26192,{},0
26193,{},0
26194,{},0
26195,{},0
26196,{},0
26197,{},0
26198,{},0
26199,{},0
26200,{},0
26201,{},0
26202,{},0
26203,{},0
26204,{},0
26205,{},0
26206,{},0
26207,{},0
26208,{},0
26209,{},0
26210,{},0
26211,{},0
26212,{},0
26213,{},0
26214,{},0
26215,{},0
26216,{},0
26217,{},0
26218,{},0
26219,{},0
26220,{},0
26221,{},0
26222,{},0
26223,The Spiritual Boxer Collection,0
26224,{},0
26225,{},0
26226,{},0
26227,{},0
26228,{},0
26229,{},0
26230,{},0
26231,{},0
26232,{},0
26233,{},0
26234,{},0
26235,{},0
26236,{},0
26237,{},0
26238,{},0
26239,{},0
26240,{},0
26241,{},14944
26242,Stuart Little Collection,0
26243,{},0
26244,The Substitute Collection,0
26245,{},0
26246,{},0
26247,{},0
26248,{},0
26249,{},0
26250,Maniac Cop Collection,0
26251,{},0
26252,{},0
26253,{},0
26254,{},0
26255,{},0
26256,{},0
26257,{},0
26258,{},0
26259,{},0
26260,{},0
26261,{},0
26262,{},0
26263,No Good Middle-Aged Yakuza Trilogy,0
26264,{},0
26265,{},0
26266,{},0
26267,{},0
26268,{},0
26269,{},0
26270,{},0
26271,{},0
26272,{},0
26273,{},0
26274,{},0
26275,{},0
26276,{},0
26277,{},0
26278,{},0
26279,{},0
26280,{},0
26281,{},0
26282,{},0
26283,{},0
26284,{},0
26285,{},0
26286,{},0
26287,{},0
26288,{},0
26289,{},0
26290,{},0
26291,{},0
26292,{},0
26293,{},0
26294,Jungle Jim Collection,0
26295,{},0
26296,{},0
26297,{},0
26298,{},0
26299,{},0
26300,Jungle Jim Collection,0
26301,{},0
26302,Jungle Jim Collection,0
26303,{},0
26304,{},0
26305,{},0
26306,{},0
26307,{},0
26308,{},0
26309,{},0
26310,Tarzan (Johnny Weissmuller series),0
26311,{},0
26312,Disney Buddies Collection,0
26313,{},0
26314,{},0
26315,{},0
26316,{},0
26317,{},0
26318,{},0
26319,{},0
26320,{},0
26321,{},0
26322,{},0
26323,{},0
26324,{},0
26325,{},0
26326,{},12200000
26327,{},0
26328,{},0
26329,{},0
26330,{},0
26331,{},0
26332,{},0
26333,{},0
26334,{},0
26335,{},0
26336,{},0
26337,Shark.Attack,0
26338,{},0
26339,Winnetou Collection,0
26340,{},0
26341,{},0
26342,{},0
26343,{},0
26344,{},0
26345,{},0
26346,{},0
26347,{},0
26348,{},0
26349,Beck Collection,0
26350,{},0
26351,{},0
26352,{},0
26353,{},0
26354,{},0
26355,{},0
26356,{},0
26357,{},0
26358,{},0
26359,Charlie Chan (Roland Winters) Collection,0
26360,{},0
26361,{},0
26362,{},0
26363,{},0
26364,{},0
26365,Charlie Chan (Roland Winters) Collection,0
26366,{},0
26367,{},0
26368,{},0
26369,{},0
26370,{},0
26371,When a Stranger Calls Collection,0
26372,{},0
26373,{},0
26374,{},0
26375,Tooth Fairy Collection,0
26376,{},0
26377,{},0
26378,{},0
26379,{},0
26380,{},0
26381,{},0
26382,{},0
26383,{},0
26384,{},0
26385,{},0
26386,{},0
26387,{},0
26388,{},25781
26389,{},0
26390,{},0
26391,Sometimes They Come Back Collection,0
26392,{},0
26393,{},0
26394,{},0
26395,{},0
26396,{},0
26397,{},0
26398,{},0
26399,The Land Before Time Collection,0
26400,{},0
26401,{},0
26402,{},0
26403,{},0
26404,{},0
26405,Winnetou Collection,0
26406,{},0
26407,{},0
26408,{},0
26409,{},0
26410,{},0
26411,{},0
26412,{},0
26413,Vampires Collection,0
26414,{},0
26415,The Land Before Time Collection,0
26416,{},0
26417,Walking Tall Collection,0
26418,{},0
26419,{},0
26420,{},0
26421,Tom Thorne Collection,0
26422,{},0
26423,Stir of Echoes Collection,0
26424,{},0
26425,{},0
26426,{},0
26427,{},0
26428,{},0
26429,{},0
26430,{},0
26431,{},0
26432,TekWar Collection,0
26433,{},0
26434,{},0
26435,{},0
26436,{},0
26437,{},0
26438,{},0
26439,{},0
26440,{},0
26441,The Land Before Time Collection,0
26442,The Amazing Colossal Man Duology,0
26443,{},0
26444,The Six Million Dollar Man Collection,0
26445,{},0
26446,The Land Before Time Collection,0
26447,{},0
26448,{},0
26449,{},0
26450,{},0
26451,{},0
26452,{},0
26453,{},0
26454,{},0
26455,{},0
26456,{},0
26457,{},0
26458,{},0
26459,{},0
26460,Joy Ride Collection,0
26461,{},0
26462,{},0
26463,{},0
26464,{},11276
26465,Hercules TV Movies,0
26466,The Howling Collection,0
26467,{},5200000
26468,Vi hade i alla fall tur med vädret Collection,0
26469,{},0
26470,{},0
26471,{},0
26472,{},0
26473,{},0
26474,{},0
26475,{},0
26476,{},0
26477,MVP,0
26478,Air Bud Collection,0
26479,{},0
26480,{},0
26481,Disney Buddies Collection,0
26482,Santas Paw,0
26483,Disney Buddies Collection,0
26484,Disney Buddies Collection,0
26485,Santas Paw,0
26486,Disney Buddies Collection,0
26487,{},0
26488,{},0
26489,Warlock Collection,0
26490,{},0
26491,{},0
26492,{},0
26493,{},0
26494,{},0
26495,{},0
26496,{},0
26497,{},17011
26498,{},0
26499,{},0
26500,{},0
26501,{},0
26502,{},0
26503,{},0
26504,TekWar Collection,0
26505,TekWar Collection,0
26506,{},0
26507,{},0
26508,{},0
26509,{},0
26510,{},0
26511,{},0
26512,{},0
26513,{},0
26514,{},0
26515,{},0
26516,{},0
26517,{},0
26518,{},0
26519,{},0
26520,{},0
26521,{},0
26522,{},0
26523,{},0
26524,{},0
26525,The Nancy Drew Collection (Bonita Granville),0
26526,{},0
26527,{},0
26528,{},0
26529,{},0
26530,{},0
26531,{},0
26532,{},0
26533,{},0
26534,The Nancy Drew Collection (Bonita Granville),0
26535,{},0
26536,{},0
26537,The Nancy Drew Collection (Bonita Granville),0
26538,{},0
26539,{},0
26540,{},0
26541,{},0
26542,{},0
26543,{},0
26544,{},0
26545,{},0
26546,{},0
26547,{},0
26548,{},0
26549,{},0
26550,{},0
26551,{},0
26552,{},0
26553,{},0
26554,{},0
26555,{},0
26556,{},0
26557,{},0
26558,Mostly Ghostly Collection,0
26559,Beach Party Collection,0
26560,{},0
26561,{},0
26562,{},0
26563,{},0
26564,Nemesis Collection,0
26565,Nemesis Collection,0
26566,{},0
26567,{},0
26568,{},0
26569,{},0
26570,{},0
26571,{},0
26572,{},0
26573,{},0
26574,{},0
26575,The Mummy (Hammer Series),0
26576,{},0
26577,{},0
26578,{},0
26579,{},15172408
26580,{},0
26581,{},0
26582,{},0
26583,{},0
26584,{},0
26585,{},0
26586,{},0
26587,{},0
26588,{},0
26589,{},0
26590,{},0
26591,Space Chimps Collection,0
26592,{},0
26593,{},0
26594,{},0
26595,{},0
26596,{},0
26597,{},0
26598,{},0
26599,{},0
26600,{},0
26601,{},0
26602,{},0
26603,{},0
26604,{},0
26605,{},0
26606,Torrente Collection,0
26607,Torrente Collection,11672363
26608,Three Steps Above Heaven Collection,0
26609,Mad Max Collection,378858340
26610,Insidious Collection,104303851
26611,Star Wars Collection,2068223624
26612,{},94061311
26613,{},433677183
26614,The Avengers Collection,1405403694
26615,Avatar Collection,0
26616,Pirates of the Caribbean Collection,794191988
26617,Justice League Collection,0
26618,Ant-Man Collection,519311965
26619,{},167977596
26620,Deadpool Collection,783112979
26621,Thor Collection,0
26622,Guardians of the Galaxy Collection,863416141
26623,Captain America Collection,1153304495
26624,{},677718395
26625,X-Men Collection,543934787
26626,{},0
26627,{},3370574
26628,{},0
26629,{},12212123
26630,{},0
26631,{},0
26632,{},0
26633,{},0
26634,{},0
26635,The Gamers Collection,0
26636,{},23598
26637,{},0
26638,{},0
26639,{},0
26640,Kenny Rogers Legend Of The Gambler,0
26641,{},0
26642,{},0
26643,{},0
26644,{},0
26645,{},0
26646,{},0
26647,{},0
26648,{},0
26649,Salt and Pepper Collection,0
26650,{},0
26651,{},0
26652,Heidi (Praesens-Film) Filmreihe,0
26653,{},0
26654,{},0
26655,{},0
26656,{},0
26657,{},0
26658,{},0
26659,Aces Go Places Collection,0
26660,{},0
26661,{},0
26662,{},0
26663,{},0
26664,{},0
26665,{},2691899
26666,{},0
26667,{},0
26668,{},0
26669,{},0
26670,{},0
26671,{},0
26672,The Sabata Collection,0
26673,{},0
26674,{},0
26675,Happily N'Ever After Collection,0
26676,{},0
26677,{},0
26678,{},0
26679,{},0
26680,{},0
26681,{},0
26682,{},0
26683,{},0
26684,{},0
26685,{},0
26686,{},0
26687,{},0
26688,{},0
26689,Magic Kid Collection,0
26690,{},0
26691,{},0
26692,{},0
26693,{},2189047
26694,Hercules TV Movies,0
26695,{},0
26696,{},0
26697,{},0
26698,{},0
26699,{},0
26700,{},0
26701,{},0
26702,{},0
26703,Ironclad Collection,0
26704,{},0
26705,The Land Before Time Collection,0
26706,{},0
26707,Tales from the Crypt Collection,0
26708,{},0
26709,{},0
26710,{},0
26711,{},0
26712,{},0
26713,{},0
26714,{},0
26715,{},0
26716,{},0
26717,{},0
26718,{},0
26719,{},0
26720,{},0
26721,{},0
26722,{},0
26723,{},0
26724,{},0
26725,{},0
26726,{},0
26727,{},0
26728,{},0
26729,{},0
26730,{},0
26731,Hercules TV Movies,0
26732,{},0
26733,{},0
26734,{},0
26735,{},0
26736,{},0
26737,{},0
26738,{},0
26739,{},0
26740,{},0
26741,{},0
26742,{},0
26743,{},0
26744,{},0
26745,{},0
26746,{},0
26747,{},0
26748,{},0
26749,{},0
26750,{},0
26751,{},0
26752,{},0
26753,{},0
26754,{},0
26755,{},0
26756,{},0
26757,{},0
26758,{},0
26759,{},0
26760,{},0
26761,{},0
26762,{},0
26763,{},29193330
26764,{},0
26765,{},0
26766,{},0
26767,{},0
26768,{},0
26769,{},0
26770,{},0
26771,{},0
26772,{},0
26773,{},0
26774,{},0
26775,{},0
26776,{},0
26777,{},0
26778,{},0
26779,{},0
26780,{},0
26781,{},0
26782,{},0
26783,Nim's Island Collection,0
26784,{},0
26785,{},0
26786,{},0
26787,{},0
26788,{},0
26789,{},0
26790,{},0
26791,{},0
26792,{},0
26793,{},0
26794,{},0
26795,{},0
26796,{},5099316
26797,{},4000000
26798,{},0
26799,{},0
26800,{},0
26801,{},0
26802,The Land Before Time Collection,0
26803,{},0
26804,{},0
26805,The Substitute Collection,0
26806,{},0
26807,{},0
26808,{},0
26809,{},0
26810,{},0
26811,{},0
26812,{},0
26813,{},0
26814,{},0
26815,{},0
26816,Hercules TV Movies,0
26817,St. Trinian's Collection,0
26818,{},0
26819,{},0
26820,{},0
26821,In the Name of the King Collection,0
26822,{},0
26823,{},0
26824,Hercules TV Movies,0
26825,{},0
26826,{},0
26827,{},0
26828,Tom Thorne Collection,0
26829,{},0
26830,{},0
26831,{},0
26832,{},0
26833,{},0
26834,{},0
26835,{},0
26836,{},0
26837,The Man from U.N.C.L.E. Collection,0
26838,The Man from U.N.C.L.E. Collection,0
26839,{},0
26840,{},0
26841,{},0
26842,{},0
26843,{},0
26844,{},0
26845,{},0
26846,{},0
26847,{},0
26848,{},0
26849,{},0
26850,{},0
26851,{},0
26852,{},0
26853,"Sarah, Plain and Tall Collection",0
26854,{},0
26855,Charlie Chan (Sidney Toler) Collection,0
26856,{},0
26857,{},0
26858,{},0
26859,{},0
26860,{},0
26861,{},0
26862,{},0
26863,{},0
26864,{},0
26865,{},0
26866,{},0
26867,{},0
26868,{},0
26869,{},0
26870,{},0
26871,{},0
26872,{},0
26873,{},0
26874,{},0
26875,Hayride Collection,0
26876,{},0
26877,{},0
26878,{},0
26879,{},0
26880,{},0
26881,{},0
26882,{},0
26883,{},0
26884,{},0
26885,Charlie Chan (Roland Winters) Collection,0
26886,{},0
26887,{},0
26888,{},0
26889,{},0
26890,{},0
26891,{},0
26892,{},0
26893,{},0
26894,{},0
26895,{},0
26896,{},0
26897,{},0
26898,{},0
26899,Philo Vance Collection,0
26900,{},0
26901,{},0
26902,{},0
26903,{},0
26904,{},0
26905,{},0
26906,{},0
26907,{},0
26908,{},0
26909,{},0
26910,{},0
26911,{},0
26912,{},0
26913,{},0
26914,{},0
26915,{},0
26916,{},0
26917,{},0
26918,{},0
26919,{},0
26920,{},0
26921,{},0
26922,{},2360281
26923,{},0
26924,{},0
26925,{},0
26926,{},0
26927,{},0
26928,{},0
26929,{},0
26930,{},0
26931,{},0
26932,{},0
26933,{},0
26934,{},0
26935,{},0
26936,{},0
26937,{},0
26938,{},0
26939,{},0
26940,{},0
26941,{},0
26942,{},0
26943,{},0
26944,{},0
26945,{},0
26946,{},0
26947,{},0
26948,{},0
26949,{},0
26950,{},0
26951,{},0
26952,{},0
26953,{},0
26954,{},0
26955,{},0
26956,{},0
26957,{},0
26958,{},0
26959,{},0
26960,{},0
26961,{},0
26962,{},0
26963,{},0
26964,{},0
26965,{},0
26966,{},0
26967,{},0
26968,{},0
26969,{},0
26970,{},0
26971,{},0
26972,{},0
26973,{},0
26974,{},0
26975,{},0
26976,{},0
26977,{},0
26978,{},0
26979,{},0
26980,{},0
26981,{},0
26982,{},0
26983,{},0
26984,{},0
26985,{},0
26986,{},0
26987,{},0
26988,{},0
26989,{},0
26990,{},0
26991,{},0
26992,{},0
26993,{},0
26994,{},0
26995,{},0
26996,Whistling Collection,0
26997,{},0
26998,Whistling Collection,0
26999,Whistling Collection,0
27000,{},0
27001,{},0
27002,{},0
27003,{},0
27004,{},0
27005,{},0
27006,{},0
27007,{},0
27008,{},0
27009,{},0
27010,{},0
27011,Kevin Smith: Silent Bob Speaks!,0
27012,{},0
27013,{},0
27014,{},0
27015,{},0
27016,{},0
27017,Charlie Chan (Sidney Toler) Collection,0
27018,{},0
27019,{},0
27020,{},0
27021,{},0
27022,{},0
27023,{},0
27024,{},0
27025,{},0
27026,{},0
27027,{},0
27028,{},0
27029,House Party Collection,0
27030,{},0
27031,{},0
27032,{},0
27033,Snow Queen Collection,12400000
27034,{},0
27035,{},0
27036,{},0
27037,Trapped in the Closet,0
27038,{},0
27039,{},0
27040,The Land Before Time Collection,0
27041,{},0
27042,{},0
27043,Hanzo the Razor Collection,0
27044,{},0
27045,Lone Wolf film series,0
27046,{},0
27047,{},0
27048,{},0
27049,{},0
27050,{},0
27051,{},0
27052,{},1750000
27053,{},0
27054,{},0
27055,{},0
27056,Skeleton Key Collection,0
27057,{},0
27058,{},0
27059,{},0
27060,{},0
27061,{},0
27062,{},0
27063,{},0
27064,{},0
27065,{},0
27066,{},0
27067,{},0
27068,{},0
27069,{},0
27070,{},0
27071,{},0
27072,{},0
27073,{},0
27074,{},0
27075,{},0
27076,{},0
27077,{},0
27078,{},0
27079,{},0
27080,{},0
27081,{},0
27082,{},0
27083,{},0
27084,{},0
27085,{},0
27086,{},0
27087,{},0
27088,Ring of Fire Collection,0
27089,{},0
27090,{},0
27091,{},0
27092,{},0
27093,{},0
27094,{},0
27095,{},0
27096,{},0
27097,{},0
27098,Tarzan (Gordon Scott series),0
27099,{},0
27100,{},0
27101,{},0
27102,{},0
27103,Totò Collection,0
27104,{},0
27105,{},0
27106,{},0
27107,{},0
27108,{},0
27109,{},0
27110,{},0
27111,{},404
27112,{},0
27113,{},0
27114,{},0
27115,{},0
27116,{},0
27117,{},0
27118,{},0
27119,{},0
27120,{},0
27121,{},0
27122,{},0
27123,{},0
27124,{},0
27125,{},0
27126,{},0
27127,{},0
27128,{},0
27129,{},0
27130,{},0
27131,{},0
27132,{},0
27133,{},0
27134,{},0
27135,{},0
27136,{},0
27137,{},0
27138,{},0
27139,{},0
27140,{},0
27141,{},0
27142,{},0
27143,{},0
27144,{},0
27145,{},0
27146,{},0
27147,{},0
27148,{},0
27149,{},0
27150,{},0
27151,{},0
27152,{},0
27153,{},0
27154,{},0
27155,{},0
27156,{},0
27157,{},0
27158,{},0
27159,{},0
27160,{},0
27161,{},0
27162,{},0
27163,{},0
27164,Lassie (Kinofilme),0
27165,{},0
27166,{},0
27167,{},0
27168,{},0
27169,{},0
27170,{},0
27171,{},0
27172,{},0
27173,{},0
27174,{},0
27175,{},0
27176,{},0
27177,{},0
27178,{},0
27179,{},0
27180,{},0
27181,{},0
27182,{},0
27183,{},0
27184,{},0
27185,{},0
27186,{},0
27187,{},0
27188,{},1328001
27189,{},0
27190,{},0
27191,{},0
27192,{},0
27193,{},0
27194,{},0
27195,{},0
27196,{},0
27197,{},0
27198,{},0
27199,{},0
27200,{},0
27201,{},0
27202,{},0
27203,{},39171130
27204,{},0
27205,{},0
27206,{},0
27207,Justice League (Animated) Collection,0
27208,{},0
27209,{},0
27210,{},0
27211,{},0
27212,{},0
27213,{},0
27214,{},0
27215,The Ouija Experiment Collection,0
27216,{},0
27217,{},0
27218,{},0
27219,{},0
27220,{},0
27221,{},0
27222,{},0
27223,{},0
27224,{},0
27225,{},0
27226,{},0
27227,{},0
27228,{},0
27229,{},0
27230,{},0
27231,{},0
27232,{},0
27233,{},0
27234,{},0
27235,{},0
27236,{},0
27237,{},0
27238,{},0
27239,{},0
27240,{},0
27241,{},0
27242,{},0
27243,{},0
27244,"Impy, the small dinosaur Collection",0
27245,{},0
27246,{},0
27247,{},0
27248,{},0
27249,{},0
27250,{},0
27251,{},0
27252,{},0
27253,{},0
27254,{},0
27255,{},12000
27256,{},0
27257,{},0
27258,{},0
27259,{},0
27260,{},0
27261,{},0
27262,{},0
27263,{},0
27264,Kenny Rogers Legend Of The Gambler,0
27265,{},0
27266,{},0
27267,{},0
27268,{},0
27269,Les Charlots - Saga,0
27270,{},0
27271,{},0
27272,{},0
27273,{},0
27274,{},0
27275,{},0
27276,{},0
27277,{},0
27278,{},0
27279,{},0
27280,{},0
27281,{},0
27282,{},0
27283,{},0
27284,{},0
27285,{},0
27286,{},0
27287,{},1400000
27288,{},0
27289,{},0
27290,{},133771
27291,{},0
27292,Witchboard Collection,0
27293,{},0
27294,Unstable Fables Collection,0
27295,{},0
27296,{},0
27297,{},0
27298,{},0
27299,{},0
27300,{},0
27301,{},0
27302,{},0
27303,{},0
27304,{},0
27305,Charlie Chan (Sidney Toler) Collection,0
27306,{},0
27307,{},0
27308,{},0
27309,{},0
27310,{},0
27311,{},0
27312,{},0
27313,{},0
27314,TekWar Collection,0
27315,{},0
27316,{},0
27317,{},0
27318,{},0
27319,{},0
27320,{},0
27321,{},0
27322,{},0
27323,Hanzo the Razor Collection,0
27324,{},0
27325,{},0
27326,{},0
27327,{},0
27328,{},0
27329,{},0
27330,{},0
27331,{},0
27332,{},0
27333,{},0
27334,{},0
27335,{},0
27336,{},0
27337,{},0
27338,{},0
27339,{},0
27340,{},0
27341,{},0
27342,{},0
27343,{},0
27344,{},0
27345,Unstable Fables Collection,0
27346,Richard the Lionheart Collection,0
27347,The Sweeney Collection,0
27348,{},0
27349,{},0
27350,{},0
27351,{},0
27352,{},0
27353,{},0
27354,{},0
27355,{},0
27356,{},0
27357,{},0
27358,{},0
27359,{},0
27360,{},0
27361,{},0
27362,{},0
27363,{},0
27364,{},0
27365,{},0
27366,{},0
27367,{},0
27368,{},0
27369,{},0
27370,{},0
27371,{},0
27372,{},0
27373,{},0
27374,{},0
27375,{},0
27376,{},0
27377,{},0
27378,{},0
27379,{},0
27380,{},0
27381,{},0
27382,{},0
27383,{},0
27384,{},0
27385,{},0
27386,{},0
27387,{},0
27388,{},0
27389,{},0
27390,{},0
27391,{},0
27392,{},0
27393,{},0
27394,{},0
27395,{},0
27396,{},0
27397,{},0
27398,{},0
27399,{},0
27400,{},0
27401,{},0
27402,{},0
27403,The Mark Collection,0
27404,{},0
27405,{},0
27406,{},4200000
27407,{},0
27408,{},0
27409,{},0
27410,{},0
27411,{},0
27412,Snake Eater Collection,0
27413,{},0
27414,{},0
27415,{},0
27416,{},0
27417,{},0
27418,Lassie (Kinofilme),0
27419,{},0
27420,{},0
27421,{},0
27422,{},0
27423,{},1142944
27424,{},0
27425,{},0
27426,{},0
27427,Charlie Chan (Sidney Toler) Collection,0
27428,{},0
27429,{},0
27430,{},0
27431,{},0
27432,{},0
27433,{},0
27434,{},0
27435,{},0
27436,{},0
27437,Walking Tall Original Collection,0
27438,{},0
27439,{},0
27440,Slap Shot Collection,0
27441,{},0
27442,{},0
27443,{},0
27444,{},0
27445,{},0
27446,He Who Dares Collection,0
27447,{},0
27448,{},0
27449,{},0
27450,{},0
27451,{},0
27452,{},0
27453,{},0
27454,{},0
27455,{},0
27456,{},0
27457,{},0
27458,{},0
27459,{},0
27460,{},0
27461,{},0
27462,{},0
27463,{},0
27464,{},0
27465,{},0
27466,{},0
27467,{},0
27468,{},0
27469,{},0
27470,{},0
27471,{},0
27472,{},0
27473,{},0
27474,{},0
27475,{},0
27476,{},0
27477,Old Way Collection,0
27478,{},0
27479,{},0
27480,{},0
27481,{},0
27482,{},0
27483,{},0
27484,{},0
27485,{},0
27486,{},0
27487,{},0
27488,{},0
27489,{},0
27490,{},0
27491,{},0
27492,{},0
27493,{},0
27494,{},0
27495,{},0
27496,{},0
27497,{},0
27498,{},0
27499,{},0
27500,{},0
27501,{},0
27502,{},0
27503,{},0
27504,{},0
27505,{},0
27506,{},0
27507,{},0
27508,{},0
27509,{},0
27510,{},0
27511,{},0
27512,{},0
27513,{},1705030
27514,{},3367646
27515,{},0
27516,{},928391
27517,Isi/Disi Collection,0
27518,{},0
27519,{},0
27520,{},0
27521,{},0
27522,{},0
27523,{},0
27524,{},0
27525,{},0
27526,{},0
27527,{},0
27528,Henry Fool Collection,0
27529,{},0
27530,{},0
27531,{},0
27532,{},30418560
27533,Fifty Shades Collection,571006128
27534,{},0
27535,{},0
27536,{},0
27537,{},0
27538,{},0
27539,{},0
27540,{},0
27541,{},0
27542,{},0
27543,{},0
27544,{},0
27545,{},0
27546,{},0
27547,{},0
27548,{},0
27549,{},0
27550,{},0
27551,{},0
27552,{},0
27553,{},0
27554,{},0
27555,{},0
27556,{},0
27557,Garfield Holiday Celebrations,0
27558,{},0
27559,Halloweentown Collection,0
27560,Halloweentown Collection,0
27561,Halloweentown Collection,0
27562,{},0
27563,{},0
27564,{},0
27565,{},0
27566,{},0
27567,{},0
27568,{},0
27569,{},0
27570,{},0
27571,{},0
27572,{},0
27573,{},0
27574,{},0
27575,{},0
27576,{},0
27577,{},0
27578,{},0
27579,{},0
27580,{},0
27581,{},0
27582,{},0
27583,{},0
27584,{},0
27585,{},0
27586,{},0
27587,{},0
27588,{},0
27589,{},0
27590,{},0
27591,{},0
27592,{},0
27593,{},0
27594,{},0
27595,{},0
27596,{},0
27597,{},0
27598,{},0
27599,{},0
27600,{},0
27601,{},0
27602,{},0
27603,{},0
27604,{},0
27605,{},0
27606,{},0
27607,{},0
27608,{},0
27609,{},0
27610,{},0
27611,{},0
27612,{},0
27613,{},0
27614,{},0
27615,{},0
27616,{},0
27617,{},0
27618,{},0
27619,{},0
27620,{},0
27621,{},0
27622,{},0
27623,{},0
27624,{},0
27625,{},0
27626,{},0
27627,{},0
27628,{},0
27629,{},0
27630,{},0
27631,{},0
27632,{},0
27633,{},0
27634,{},0
27635,{},0
27636,{},0
27637,{},0
27638,Fanthagirò Collection,0
27639,{},0
27640,{},0
27641,{},0
27642,{},0
27643,{},0
27644,{},0
27645,{},0
27646,Le Cœur des Hommes,0
27647,{},0
27648,{},0
27649,{},0
27650,{},0
27651,{},0
27652,{},0
27653,{},0
27654,{},0
27655,{},0
27656,{},0
27657,{},0
27658,{},0
27659,{},0
27660,{},0
