,crew,title,release_date,return,budget,revenue
22982,Richard Thorpe,Black Hand,1950-03-12,0.0,0,0
22983,Gilles Marchand,Black Heaven,2010-07-14,0.0,0,0
22984,Rasmus Tirzitis,Threads of Destiny,2014-02-23,0.0,0,0
22985,Enrique Buchichio,Leo's Room,2010-01-20,0.0,0,0
22986,Eric England,Contracted,2013-07-07,0.0,0,0
22987,David Grovic,The Bag Man,2014-02-28,inf,0,56574
22988,Massimo Dallamano,Dorian Gray,1970-04-24,0.0,0,0
22989,Abhishek Kapoor,Kai Po Che!,2013-02-13,0.0,0,0
22990,John Puglisi,Legend of the BoneKnapper Dragon,2010-10-15,0.0,0,0
22991,Francis Ford Coppola,Captain EO,1986-01-01,0.0,0,0
22992,Laura Mañá,"Concepción Arenal, la visitadora de cárceles",2012-01-01,0.0,0,0
22993,Damiano Damiani,A Bullet for the General,1966-12-06,0.0,0,0
22994,Gillian Robespierre,Obvious Child,2014-06-06,inf,0,3123963
22995,E.L. Katz,Cheap Thrills,2013-03-08,0.0,0,0
22996,Armand Mastroianni,Black Widow,2008-12-08,0.0,2000000,0
22997,Steve Carver,Steel,1979-10-21,0.0,0,0
22998,Val Guest,Toomorrow,1970-08-27,0.0,0,0
22999,Mikkel Nørgaard,The Keeper of Lost Causes,2013-10-03,0.0,0,0
23000,Reese Eveneshen ,Dead Genesis,2010-08-10,0.0,15000,0
23001,Sarah Siegel-Magness,Crazy Kind of Love,2013-05-31,0.0,0,0
23002,Zack Keller,Dick Figures: The Movie,2013-09-16,0.0,313411,0
23003,Scott Di Lalla,Choppertown: The Sinners,2005-08-14,0.0,0,0
23004,Jo Sung-hee,A Werewolf Boy,2012-10-31,0.0,0,0
23005,Nicolas Bary,Trouble at Timpetill,2008-12-17,0.0,0,0
23006,Paco León,Carmina and Amen,2014-04-30,0.0,0,0
23007,Chris Brinker,Bad Country,2014-09-26,0.0,0,0
23008,Yojiro Takita,Ashura,2005-01-01,0.0,0,0
23009,Edward Bernds,Queen of Outer Space,1958-09-08,0.0,0,0
23010,Frédéric Auburtin,Special Correspondents,2009-01-21,0.0,0,0
23011,Marcelo Galvão,Buddies,2012-11-07,0.0,2511000,0
23012,Fernando Grostein Andrade,Breaking the Taboo,2011-06-03,0.0,2000000,0
23013,Cláudio Torres,The Man from the Future,2011-09-02,0.0,0,0
23014,Gianfranco Parolini,God's Gun,1976-01-01,0.0,0,0
23015,Shûichi Okita,A Story of Yonosuke,2013-02-23,0.0,0,0
23016,Charles Jarrott,The Dove,1974-06-16,0.0,0,0
23017,Nicole Conn,Elena Undone,2010-06-25,0.0,0,0
23018,Helmut Käutner,Romance in a Minor Key,1943-06-25,0.0,0,0
23019,Raoul Walsh,"Blackbeard, the Pirate",1952-12-24,0.0,0,0
23020,William A. Levey,Blackenstein,1973-01-01,0.0,0,0
23021,Anthony Hickox,Blast,2004-01-01,0.0,20000000,0
23022,Simon Fellows,Blessed,2004-05-16,0.0,0,0
23023,Joel Kapity,Blessed and Cursed,2010-01-01,0.0,0,0
23024,Rob Minkoff,Mr. Peabody & Sherman,2014-02-07,1.8821546896551724,145000000,272912430
23025,Jonathan Glazer,Under the Skin,2014-03-14,0.4045301503759398,13300000,5380251
23026,Scott Waugh,Need for Speed,2014-03-13,3.0799641818181818,66000000,203277636
23027,Andrew Fleming,Barefoot,2014-02-02,0.0025118333333333,6000000,15071
23028,Anne Fontaine,In His Hands,2005-01-01,0.0,0,0
23029,Anthony Baxter,You've Been Trumped,2012-07-06,0.0,0,0
23030,Rob Thomas,Veronica Mars,2014-03-13,0.5808545,6000000,3485127
23031,Corey Yuen Kwai,All for the Winner,1990-01-01,0.0,0,0
23032,Mira Nair,8,2008-10-23,0.0,0,0
23033,Rob Reiner,8,2012-03-03,0.0,0,0
23034,Michel Audiard,She Does Not Drink Smoke or Flirts but She Talks,1970-04-17,0.0,0,0
23035,Yuya Ishii,The Great Passage,2013-04-04,0.0,0,0
23036,,Cranford,2007-11-18,0.0,0,0
23037,Robert Martin Carroll,Sonny Boy,1990-10-26,0.0,0,0
23038,Özgür Yildirim,Chiko,2008-02-09,0.0,0,0
23039,Jason Bateman,Bad Words,2013-09-06,0.8210526315789474,9500000,7800000
23040,Christopher Spencer,Son of God,2014-02-28,3.081821090909091,22000000,67800064
23041,Petra Epperlein,Fightville,2011-03-12,0.0,0,0
23042,Stanley Tucci,Blind Date,2007-05-16,0.0,0,0
23043,Ernest R. Dickerson,Blind Faith,1998-11-23,0.0,0,0
23044,Giles Walker,Blind Terror,2001-04-23,0.0,0,0
23045,Richard Whorf,Blonde Fever,1944-12-05,0.0,0,0
23046,Todd Ahlberg,Meth,2006-01-01,0.0,0,0
23047,Gilles Legrand,You Will Be My Son,2011-08-23,0.0,0,0
23048,Matti Kassila,"The Stars Will Tell, Inspector Palmu",1962-04-21,0.0,0,0
23049,Matti Kassila,"Vodka, Mr. Palmu",1969-03-07,0.0,0,0
23050,,Superpower,2008-08-28,0.0,0,0
23051,Tengiz Abuladze,Repentance,1984-06-30,inf,0,215496
23052,Fernando Trueba,The Artist and the Model,2012-09-28,0.0,0,0
23053,Claudio Fäh,Sniper: Reloaded,2011-04-26,0.0,0,0
23054,Raman Hui,Puss in Boots: The Three Diablos,2011-12-08,0.0,0,0
23055,Roberto Santucci,Head Over Heels,2010-12-31,0.0,0,0
23056,Julia Rezende,Meu Passado me Condena,2013-10-25,0.0,0,0
23057,André Pellenz,My Mom Is a Character,2013-06-21,0.0,0,0
23058,Jason Hewitt,Blood Out,2011-04-25,0.0,0,0
23059,Diederik Van Rooijen,Daylight,2013-04-10,0.0,0,0
23060,Joseph Barbera,The Cat Concerto,1947-04-25,0.0,0,0
23061,Bertrand Tavernier,The French Minister,2013-11-06,0.0,5112027,0
23062,Sion Sono,Why Don't You Play in Hell?,2013-09-14,0.0,0,0
23063,Emilio Martínez Lázaro,Spanish Affair,2014-03-14,0.0,3000000,0
23064,Otto Preminger,Such Good Friends,1971-12-16,0.0,0,0
23065,Ken Hughes,Sextette,1978-03-03,0.0,0,0
23066,Otto Preminger,The Human Factor,1979-12-18,0.0,0,0
23067,Mark von Sternberg,Love Simple,2009-07-31,0.0,0,0
23068,Emmanuelle Bercot,On My Way,2013-05-16,0.0,0,0
23069,Nash Edgerton,Spider,2007-06-17,0.0,0,0
23070,Josh Cooley,George & A.J.,2009-11-10,0.0,0,0
23071,Arnaud des Pallières,Age of Uprising: The Legend of Michael Kohlhaas,2013-08-14,0.0,0,0
23072,Kjell-Åke Andersson,Nobody Owns Me,2013-11-08,0.0,0,0
23073,Matt Weston,Cosmic Psychos: Blokes You Can Trust,2013-08-08,0.0,80000,0
23074,Richard C. Sarafian,The Next Man,1976-11-10,0.0,0,0
23075,Peter Fonda,Wanda Nevada,1979-06-01,inf,0,2411145
23076,Edward Dmytryk,The 'Human' Factor,1975-01-01,0.0,0,0
23077,Edgar Barens,Prison Terminal: The Last Days of Private Jack Hall,2013-01-01,0.0,0,0
23078,Carl Franklin,"Bless Me, Ultima",2013-02-22,inf,0,1553826
23079,Frank McDonald,Blondes at Work,1938-02-05,0.0,0,0
23080,Edmund Goulding,Blondie of the Follies,1932-09-01,0.0,0,0
23081,Roger Vadim,Blood and Roses,1960-09-14,0.0,0,0
23082,Shinji Aramaki,Space Pirate Captain Harlock,2013-09-07,0.5712434,30000000,17137302
23083,Olaf Kreinsen,Schwestern,2014-03-21,0.0,0,0
23084,Joseph L. Mankiewicz,Dragonwyck,1946-04-10,0.0,0,0
23085,Don Medford,The Hunting Party,1971-07-16,0.0,0,0
23086,Fred C. Newmeyer,Grandma's Boy,1922-09-03,0.0,0,0
23087,Alberto Lattuada,Stay as You Are,1978-09-14,0.0,0,0
23088,Jack Conway,Our Modern Maidens,1929-09-08,0.0,0,0
23089,Otto Jongerius,Two Queens and One Consort,1981-10-01,0.0,0,0
23090,Lionel Steketee,Le Crocodile du Botswanga,2014-02-19,0.0,10916704,0
23091,Mark L. Lester,Stunts,1977-06-01,0.0,0,0
23092,John G. Avildsen,W.W. and the Dixie Dancekings,1975-05-21,0.0,0,0
23093,Phedon Papamichael,From Within,2009-03-31,inf,0,66456
23094,William A. Graham,Blood Crime,2002-09-13,0.0,0,0
23095,Frank Sabatella,Blood Night: The Legend of Mary Hatchet,2009-10-10,0.0,3000000,0
23096,Terence H. Winkless,Bloodfist,1989-09-22,0.0,0,0
23097,Anthony Russo,Captain America: The Winter Soldier,2014-03-20,4.204509247058824,170000000,714766572
23098,Erik Skjoldbjærg,Pioneer,2013-08-30,0.0,7500000,0
23099,Aku Louhimies,Naked Harbour,2012-06-08,0.0,0,0
23100,Julien Abraham,Asphalt Playground,2012-11-16,0.0,0,0
23101,David Mackenzie,Starred Up,2013-09-09,inf,0,54915
23102,Travis Long,Kill Me Now,2012-12-05,0.0,90,0
23103,Kenji Uchida,Key of Life,2012-09-16,0.0,0,0
23104,Atsushi Takeuchi,Mass Effect: Paragon Lost,2012-12-28,0.0,0,0
23105,James Rasin,Beautiful Darling,2010-04-02,0.0,0,0
23106,Darren Aronofsky,Noah,2014-03-20,2.901099784,125000000,362637473
23107,Peter Lepeniotis,The Nut Job,2014-01-17,0.0,0,0
23108,Kenichi Shimizu,Avengers Confidential: Black Widow & Punisher,2014-03-25,0.0,0,0
23109,Nicolas Vanier,Belle and Sebastian,2013-12-18,0.0,0,0
23110,Thierry Ragobert,Amazonia,2013-11-26,0.0,0,0
23111,Marguerite Abouet,Aya of Yop City,2013-07-17,0.0,0,0
23112,Peter Svatek,Takedown: The DNA of GSP,2014-02-20,0.0,0,0
23113,Leo Penn,A Man Called Adam,1966-03-16,0.0,0,0
23114,Andrew Robinson,April Showers,2009-04-18,0.0,0,0
23115,Alain Gomis,Today,2013-01-09,0.0,0,0
23116,Bertrand Tavernier,The Judge and the Assassin,1976-03-10,0.0,0,0
23117,Olivier Marchal,A Gang Story,2011-11-10,0.0,0,0
23118,Louise Archambault,Gabrielle,2013-09-20,0.0,0,0
23119,Jim Taihuttu,Wolf,2013-09-11,0.0,0,0
23120,Ted Kotcheff,Who Is Killing the Great Chefs of Europe?,1978-10-06,0.0,0,0
23121,Michael Apted,Stardust,1974-10-24,0.0,0,0
23122,Kinji Fukasaku,The Green Slime,1968-12-19,0.0,0,0
23123,Ray Enright,Blondie Johnson,1933-02-25,0.0,0,0
23124,Tom Berninger,Mistaken for Strangers,2013-09-19,inf,0,137460
23125,Joanna Arnow,i hate myself :),2013-07-19,0.0,0,0
23126,Ramona S. Diaz,Don’t Stop Believin’: Everyman’s Journey,2013-03-16,0.0,0,0
23127,Celine Danhier,Blank City,2011-04-06,inf,0,99303
23128,Jorge Montesi,Bloodknot,1995-09-17,0.0,0,0
23129,Uwe Boll,BloodRayne: The Third Reich,2010-11-05,0.0,10000000,0
23130,Richard T. Heffron,Outlaw Blues,1977-07-15,0.0,1900000,0
23131,Douglas Hickox,Sky Riders,1976-03-26,0.0,0,0
23132,Richard Quine,The Prisoner of Zenda,1979-08-17,0.0,0,0
23133,Robert Mandel,The Haunted,1991-05-06,0.0,0,0
23134,William Nigh,Across to Singapore,1928-04-07,2.055172413793104,290000,596000
23135,Tom Reeve,George and the Dragon,2004-03-28,0.0,32000000,0
23136,Christophe Honoré,Man at Bath,2010-09-21,0.0,0,0
23137,Gaël Morel,Our Paradise,2011-09-28,0.0,0,0
23138,Uwe Boll,BloodRayne: Deliverance,2007-09-18,0.0,10000000,0
23139,,Bloody Murder 2: Closing Camp,2003-02-18,0.0,325000,0
23140,André Farwagi,Boarding School,1978-04-14,0.0,0,0
23141,Jari Halonen,Kalevala - Uusi aika,2013-11-14,0.0,0,0
23142,Robert Parrish,A Town Called Hell,1971-10-27,0.0,0,0
23143,Larry Peerce,The Other Side of the Mountain: Part II,1978-02-10,0.0,0,0
23144,Caveh Zahedi,A Little Stiff,1991-03-16,0.0,0,0
23145,Miklós Jancsó,Season of Monsters,1987-09-15,0.0,0,0
23146,Miklós Jancsó,My Way Home,1965-01-14,0.0,0,0
23147,Volker Schlöndorff,Diplomacy,2014-03-05,inf,0,3946880
23148,Pascal Thomas,By the Pricking of My Thumbs,2005-04-13,0.0,0,0
23149,Pascal Thomas,Partners in Crime,2012-08-20,0.0,0,0
23150,Stephen Chow,King of Comedy,1999-02-13,0.0,0,0
23151,Chinonye Chukwu,alaskaLand,2013-02-08,0.0,0,0
23152,Daniel Stamm,13 Sins,2014-04-18,0.0027618,5000000,13809
23153,Amy Grappell,Slacker 2011,2011-08-31,0.0,0,0
23154,Renny Harlin,The Legend of Hercules,2014-01-10,0.8754207428571429,70000000,61279452
23155,James Bobin,Muppets Most Wanted,2014-03-20,1.6076658,50000000,80383290
23156,Beth McCarthy-Miller,Bob Saget: That Ain't Right,2007-01-01,0.0,0,0
23157,Scott L. Montoya,Bobcat Goldthwait: You Don't Look the Same Either,2012-04-03,0.0,0,0
23158,Nicolas Charlet,Me Two,2008-06-18,0.0,0,0
23159,Laurent Bouhnik,The Dinner Guest,2007-09-19,0.0,0,0
23160,Thomas Bradford,Do You Wanna Know a Secret?,2001-03-04,0.0,0,0
23161,Masashi Yamamoto,"Man, Woman & the Wall",2006-10-30,0.0,0,0
23162,Richard Shepard,Dom Hemingway,2013-11-15,inf,0,523511
23163,Rithy Panh,The Missing Picture,2014-03-19,inf,0,52164
23164,Howard Deutch,Gleason,2002-10-13,0.0,0,0
23165,Rebecca Thomas,Electrick Children,2012-02-10,0.0,0,0
23166,Bernardo Bertolucci,Me and You,2012-09-18,0.0,0,0
23167,Kim Ki-duk,Moebius,2013-09-05,inf,0,2340
23168,Steven Spielberg,Night Gallery,1969-04-03,0.0,0,0
23169,Kōji Wakamatsu,A Pool Without Water,1982-01-23,0.0,0,0
23170,Guillaume Canet,Blood Ties,2013-08-22,0.0947243921568627,25500000,2415472
23171,David Wnendt,Wetlands,2013-08-22,0.0,0,0
23172,,Free to Play,2014-03-19,0.0,150000,0
23173,Stewart Raffill,Survival Island,2005-01-01,0.0,9000000,0
23174,Sean Gerowin,Trailer Park Jesus,2012-03-30,0.0,0,0
23175,Tamra Davis,Jean-Michel Basquiat: The Radiant Child,2010-01-25,0.0,0,0
23176,Alf Sjöberg,Barabbas,1953-06-13,0.0,0,0
23177,Roger Young,Barabbas,2013-03-25,0.0,0,0
23178,John Rich,"Boeing, Boeing",1965-12-22,0.0,0,0
23179,John Watkin,Bond Girls Are Forever,2002-11-06,0.0,0,0
23180,Pascal Bourdiaux,Junior,2014-03-12,0.0,8358460,0
23181,Gregg Godfrey,Nitro Circus: The Movie,2012-08-08,inf,0,3903479
23182,Errol Morris,The Unknown Known,2013-08-29,0.0,0,0
23183,Ted Koland,Best Man Down,2012-10-20,0.001292,1500000,1938
23184,Joseph Kane,Boots and Saddles,1937-10-04,0.0,0,0
23185,Ray Taylor,Border Feud,1947-05-10,0.0,0,0
23186,Gabriela Tagliavini,Border Run,2012-10-12,0.0,5000000,0
23187,Caradog W. James,The Machine,2013-04-25,0.0,0,0
23188,Ernst Lubitsch,The Loves of Pharaoh,1922-03-14,0.0,0,0
23189,John Pilger,Breaking the Silence: Truth and Lies in the War on Terror,2003-09-21,0.0,0,0
23190,Oliver Stone,Seizure,1974-01-01,0.0,250000,0
23191,Tony Stark,Palestine Is Still the Issue,2003-01-06,0.0,0,0
23192,John Stockwell,In the Blood,2014-04-04,0.0,10000000,0
23193,David Ren,The Girl from the Naked Eye,2012-06-15,0.0,1100000,0
23194,Eric Rochant,Möbius,2013-02-27,0.0,0,0
23195,William Girdler,"Sheba, Baby",1975-03-26,0.0,0,0
23196,Nate Taylor,Forgetting the Girl,2012-10-11,0.0,200,0
23197,Aleksey Fedorchenko,Celestial Wives of the Meadow Mari,2012-11-11,0.0,0,0
23198,Gordon Douglas,Viva Knievel!,1977-06-10,0.0,0,0
23199,Jon Jones,Going Postal,2010-05-30,0.0,0,0
23200,Nina Conti,Her Master's Voice,2012-03-11,0.0,0,0
23201,Amy Seimetz,Sun Don't Shine,2012-03-10,0.0,0,0
23202,John Pogue,The Quiet Ones,2014-04-01,89.174335,200000,17834867
23203,Ivan Reitman,Draft Day,2014-04-11,1.1532458,25000000,28831145
23204,Anthony Lucas,The Mysterious Geographic Explorations of Jasper Morello,2005-01-19,0.0,0,0
23205,William Dickerson,Detour,2013-03-29,0.0,0,0
23206,Austin Chick,Girls Against Boys,2012-05-17,0.0,0,0
23207,Lukas Moodysson,We Are the Best!,2013-03-28,inf,0,180590
23208,Evelyn Purcell,Borderline,2002-11-15,0.0,3700000,0
23209,Bob Badway,Scary or Die,2012-09-09,0.0,0,0
23210,Alan Zweig,When Jews Were Funny,2013-11-14,0.0,0,0
23211,Edward Ludwig,Big Jim McLain,1952-08-30,0.0,0,0
23212,Ted Kotcheff,Borrowed Hearts,1997-11-30,0.0,0,0
23213,Mikhail Romm,The Thirteen,1937-05-08,0.0,0,0
23214,Gareth Evans,The Raid 2,2014-03-27,0.5838242222222222,4500000,2627209
23215,Sean Ellis,Metro Manila,2013-01-20,0.0,0,0
23216,Todd Burrows,Sparks,2013-03-01,0.0,0,0
23217,Charles Band,Trancers II: The Return of Jack Deth,1991-08-22,0.0,0,0
23218,Alain Corneau,Série noire,1979-04-25,0.0,0,0
23219,Ernst Lubitsch,The Oyster Princess,1919-06-16,0.0,0,0
23220,Vincent McEveety,Superdad,1973-12-14,0.0,0,0
23221,Lee Frost,Policewomen,1974-02-09,0.0,0,0
23222,Patrick McBrearty,Bounty Hunters,2011-04-19,0.0,0,0
23223,Auraeus Solito,Boy,2009-01-01,0.0,0,0
23224,George Marshall,"Boy, Did I Get a Wrong Number!",1966-06-08,0.0,0,0
23225,Michael Gordon,Boys' Night Out,1962-06-21,0.0,0,0
23226,Zdravko Šotra,Maternal Half-Brothers,1988-09-10,0.0,0,0
23227,Albert Pyun,Brain Smasher... A Love Story,1993-11-17,0.0,0,0
23228,Leni Sinclair,MC5: Kick Out the Jams,1999-09-07,0.0,0,0
23229,Nancy Buirski,The Loving Story,2011-04-15,0.0,0,0
23230,Flávio Frederico,Boca,2010-10-03,0.0,0,0
23231,Marc Webb,The Amazing Spider-Man 2,2014-04-16,3.52858716,200000000,705717432
23232,Pier Paolo Pasolini,Love Meetings,1965-05-05,0.0,0,0
23233,Ron Morales,Graceland,2012-04-20,0.0,0,0
23234,Claude Whatham,That'll Be The Day,1973-05-13,0.0,0,0
23235,Gilbert Cates,Dragonfly,1976-03-01,0.0,0,0
23236,Jonathan Kaplan,The Slams,1973-09-26,0.0,0,0
23237,Ethan Spaulding,Son of Batman,2014-04-20,0.0,0,0
23238,Hajime Sato,Terror Beneath the Sea,1966-07-01,0.0,0,0
23239,C. Courtney Joyner,Trancers 3: Deth Lives,1992-10-14,0.0,0,0
23240,Richard Hankin,16 Acres,2012-09-23,0.0,0,0
23241,David Turnley,Shenandoah,2012-10-16,0.0,0,0
23242,John Michael McDonagh,Calvary,2014-04-11,0.0,0,0
23243,Till Schauder,The Iran Job,2012-09-28,0.0,0,0
23244,Mike Flanagan,Oculus,2013-09-08,8.8060492,5000000,44030246
23245,Henry Hathaway,O. Henry's Full House,1952-08-07,0.0,0,0
23246,Clarence Brown,Angels in the Outfield,1951-10-19,0.0,0,0
23247,Henning Schellerup,"Sweet Jesus, Preacherman",1973-05-25,0.0,0,0
23248,Gilbert Gunn,The Strange World of Planet X,1958-03-04,0.0,0,0
23249,Harold Cronk,God's Not Dead,2014-03-21,1.7522941176470588,17000000,29789000
23250,Kevin O'Neill,Dinoshark,2010-01-01,0.0,0,0
23251,Harry Beaumont,Our Blushing Brides,1930-07-19,0.0,0,0
23252,Jim Mickle,Cold in July,2014-05-23,inf,0,427418
23253,James V. Kern,The Second Woman,1950-07-07,0.0,0,0
23254,Tracy Keenan Wynn,Hit Lady,1974-10-06,0.0,0,0
23255,Edwin L. Marin,All American Chump,1936-10-16,0.0,0,0
23256,Boaz Davidson,American Cyborg: Steel Warrior,1994-01-07,inf,0,447784
23257,Jack Conway,Arsène Lupin,1932-03-05,0.0,0,0
23258,Edward L. Cahn,Beauty and the Beast,1962-03-01,0.0,0,0
23259,David Lister,Beauty and the Beast,2009-11-04,0.0,0,0
23260,Christophe Gans,Beauty and the Beast,2014-02-12,1.4878787878787878,33000000,49100000
23261,Satoshi Isaka,g@me.,2003-11-08,0.0,0,0
23262,Bobby Boermans,Claustrofobia,2011-05-24,0.0,0,0
23263,Álex de la Iglesia,Witching & Bitching,2013-09-20,0.0,8000000,0
23264,Sidney Lumet,Lovin' Molly,1974-04-14,0.0,0,0
23265,Dick Richards,March or Die,1977-09-08,0.0,0,0
23266,Charles B. Pierce,The Norseman,1978-10-05,0.0,0,0
23267,Ricardo Darín,La Señal,2007-09-13,0.0,0,0
23268,Carlos Saldanha,Rio 2,2014-03-19,4.856198398058252,103000000,500188435
23269,Tyler Measom,An Honest Liar,2014-04-18,0.0,0,0
23270,Manfred Stelzer,Ein Schnitzel für drei,2010-06-01,0.0,0,0
23271,Daniel Alfredson,Echoes from the Dead,2013-09-27,0.0,0,0
23272,Brin Hill,In Your Eyes,2014-04-20,0.0,1000000,0
23273,Alastair Fothergill,Bears,2014-04-17,0.0,0,0
23274,Jeff Celentano,Breaking Point,2009-12-04,0.0,2500000,0
23275,Lewis Seiler,Breakthrough,1950-11-17,0.0,0,0
23276,Etienne Périer,Bridge to the Sun,1961-10-17,0.0,0,0
23277,John Turturro,Fading Gigolo,2013-09-07,inf,0,2681345
23278,Wally Pfister,Transcendence,2014-04-16,1.03039258,100000000,103039258
23279,Jack Gold,The Reckoning,1970-01-01,0.0,0,0
23280,John Boorman,Leo the Last,1970-09-04,0.0,0,0
23281,BJ McDonnell,Hatchet III,2013-06-14,0.0,0,0
23282,David Keating,Wake Wood,2011-03-25,0.0,0,0
23283,Randall Wallace,Heaven is for Real,2014-04-16,8.4444135,12000000,101332962
23284,Robert Carl Cohen,Mondo Hollywood,1967-06-30,0.0,0,0
23285,Michael Curtiz,Bright Lights,1930-09-20,0.0,0,0
23286,,Made For Each Other,1971-12-12,0.0,0,0
23287,Pedro Pablo Ibarra,Pulling Strings,2013-10-05,0.0,0,0
23288,Shinya Tsukamoto,Bullet Ballet,1998-09-12,0.0,0,0
23289,Nick Cassavetes,The Other Woman,2014-04-16,4.919529825,40000000,196781193
23290,Michael Tiddes,A Haunted House 2,2014-04-17,0.0,0,0
23291,Jane Cusumano,What Matters Most,2001-09-06,0.0,0,0
23292,Darrell Rooney,Mulan II,2004-11-03,0.0,0,0
23293,George Sidney,Jupiter's Darling,1955-02-18,0.0,0,0
23294,Jin Shan,Along the Sungari River,1947-03-06,0.0,0,0
23295,Zak Bagans,Ghost Adventures,2007-07-25,0.0,0,0
23296,Tim Coleman,Out of the Blue,2002-07-22,0.0,0,0
23297,Roger Michell,Le Week-End,2013-10-04,inf,0,2225098
23298,Tomoyuki Takimoto,Ikigami: The Ultimate Limit,2008-09-26,0.0,0,0
23299,Charles Walters,The Glass Slipper,1955-01-01,0.0,0,0
23300,Neto Villalobos,All About the Feathers,2013-09-20,0.0,0,0
23301,Mark Waters,Vampire Academy,2014-02-07,0.0,0,0
23302,Gustavo Lipsztein,Dead in the Water,2002-02-12,0.0,0,0
23303,Jeremy Leven,Girl on a Bicycle,2013-03-04,0.0,0,0
23304,Jerry Lewis,Which Way to the Front?,1970-09-03,0.0,0,0
23305,William Wyler,The Liberation of L.B. Jones,1970-03-18,0.0,0,0
23306,Arthur Sinclair,RoboCroc,2013-09-14,0.0,0,0
23307,Camille Delamarre,Brick Mansions,2014-04-22,2.460601035714286,28000000,68896829
23308,Atom Egoyan,Devil's Knot,2013-05-09,0.0,15000000,0
23309,Busby Berkeley,Bright Lights,1935-07-27,0.0,0,0
23310,Gerald Mayer,Bright Road,1953-04-17,0.0,0,0
23311,Roy Del Ruth,Broadway Melody of 1938,1937-08-20,0.0,0,0
23312,Roy Del Ruth,Broadway Rhythm,1944-01-19,0.0,0,0
23313,Robert Z. Leonard,Broadway Serenade,1939-04-07,0.0,0,0
23314,Michael Apted,Firstborn,1984-10-26,0.0,0,0
23315,Victor Salva,Nature of the Beast,1995-10-23,0.0,0,0
23316,Frank Laughlin,The Master Gunfighter,1975-10-03,0.0,3500000,0
23317,Faruk Aksoy,Conquest 1453,2012-02-16,0.0,16000000,0
23318,Kim Mordaunt,The Rocket,2013-02-10,0.0,1525000,0
23319,Felix Herngren,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013-12-25,0.0,9250000,0
23320,Steven Knight,Locke,2014-04-10,2.31765,2000000,4635300
23321,Tokuzô Tanaka,Ninja 4: Siege,1964-07-10,0.0,0,0
23322,John Glen,The Point Men,2001-09-07,0.0,0,0
23323,Michael Mayer,Mortified Nation,2013-11-05,0.0,0,0
23324,Jordan Galland,Alter Egos,2012-07-20,0.0,0,0
23325,Paco Cabezas,Rage,2014-05-09,0.0,21000000,0
23326,Edwin L. Marin,A Study in Scarlet,1933-05-14,0.0,0,0
23327,George Nichols Jr.,Anne of Green Gables,1934-11-23,0.0,0,0
23328,Irving Pichel,Before Dawn,1933-08-04,0.0,0,0
23329,William A. Seiter,Belle of the Yukon,1944-12-27,0.0,0,0
23330,Penny Panayotopoulou,September,2013-09-21,0.0,0,0
23331,Giorgos Georgopoulos,Tungsten,2011-11-24,0.0,0,0
23332,Virpi Suutari,Garden Lovers,2014-03-07,0.0,460000,0
23333,Paul W.S. Anderson,Pompeii,2014-02-18,0.9063971615384616,130000000,117831631
23334,Géraldine Nakache,All That Glitters,2010-03-24,0.0,0,0
23335,Valérie Lemercier,The Ultimate Accessory,2013-12-11,0.0,1400000,0
23336,Jim Cliffe,Donovan's Echo,2011-09-17,0.0,0,0
23337,James Cullen Bressack,13/13/13,2013-09-30,0.0,0,0
23338,Joseph J. Lawson,Age of Dinosaurs,2013-05-11,0.0,0,0
23339,Ben Wright,Slavoj Žižek: The Reality of the Virtual,2004-03-23,0.0,11,0
23340,Teruo Ishii,Attack from Space,1965-01-01,0.0,0,0
23341,Ted V. Mikels,Ten Violent Women,1982-03-01,0.0,0,0
23342,Joe Menendez,Golden Christmas 2,2011-11-15,0.0,0,0
23343,Vincent Sherman,A Fever In The Blood,1961-01-28,0.0,0,0
23344,John Murlowski,A Golden Christmas,2009-12-13,0.0,0,0
23345,Michael Feifer,A Golden Christmas 3,2013-10-16,0.0,0,0
23346,Brett Donowho,A Haunting at Silver Falls,2013-05-28,0.0,0,0
23347,Roy Del Ruth,Three Faces East,1930-08-26,0.0,0,0
23348,Tao Lin,Mumblecore,2011-06-19,0.0,0,0
23349,Sidney J. Furie,Little Fauss and Big Halsy,1970-10-21,0.0,0,0
23350,Ivan Passer,Silver Bears,1978-07-21,0.0,0,0
23351,Richard C. Sarafian,The Man Who Loved Cat Dancing,1973-06-28,0.0,0,0
23352,Jan Troell,Il Capitano: A Swedish Requiem,1991-11-15,0.0,0,0
23353,Nicholas Stoller,Neighbors,2014-05-08,14.897633333333332,18000000,268157400
23354,Fredrik Edfeldt,The Girl,2009-02-10,0.0,0,0
