,title,runtime,release_year
19769,Lana Turner... a Daughter's Memoir,86.0,2001
19770,Making the Earth Stand Still,70.0,1995
19771,Remember the Day,86.0,1941
19772,A Child Is Waiting,102.0,1963
19773,Salvage,79.0,2010
19774,Submarine X-1,89.0,1969
19775,Rid Of Me,0.0,2011
19776,What Richard Did,87.0,2012
19777,Kounterfeit,90.0,1996
19778,Watch the Shadows Dance,87.0,1987
19779,Smashed,85.0,2012
19780,Splinterheads,94.0,2009
19781,The Babysitters,88.0,2007
19782,The Juche Idea,62.0,2008
19783,Wreck-It Ralph,108.0,2012
19784,Lookin' to Get Out,105.0,1982
19785,Diplomatic Siege,90.0,1999
19786,Silver Linings Playbook,122.0,2012
19787,Flight,138.0,2012
19788,Five Broken Cameras,90.0,2011
19789,Anna Karenina,130.0,2012
19790,Life of Pi,127.0,2012
19791,The Saint In London,72.0,1939
19792,The Day,85.0,2011
19793,Two Days In April,90.0,2007
19794,The Man with the Iron Fists,96.0,2012
19795,Back to Stay,95.0,2011
19796,Gable: The King Remembered,65.0,1975
19797,Excision,81.0,2012
19798,The Other Son,105.0,2012
19799,Bait,93.0,2012
19800,Gallowwalkers,90.0,2012
19801,Rosencrantz and Guildenstern Are Undead,89.0,2009
19802,Mother Knows Best,96.0,1997
19803,Wake in Fright,114.0,1971
19804,Won't Back Down,121.0,2012
19805,The Bay,84.0,2012
19806,Union Square,80.0,2011
19807,The Hypnotist,121.0,2012
19808,Student of the Year,145.0,2012
19809,"Madrid, 1987",104.0,2011
19810,Single White Female 2: The Psycho,93.0,2005
19811,One Man's Fate,93.0,1940
19812,The Details,96.0,2012
19813,Jack & Diane,110.0,2012
19814,A Late Quartet,105.0,2012
19815,Vexille,109.0,2007
19816,Sleepless Night,98.0,2011
19817,The Age of Innocence,81.0,1934
19818,Atomic Twister,85.0,2002
19819,Bear with Me,96.0,2000
19820,Children of the Living Dead,90.0,2001
19821,The Lady,135.0,2011
19822,The Rutles 2: Can't Buy Me Lunch,56.0,2002
19823,Fate of a Man,103.0,1959
19824,All About Actresses,105.0,2009
19825,Goal! III : Taking On The World,91.0,2009
19826,Stolen,96.0,2012
19827,Amour,127.0,2012
19828,Something's Gonna Live,80.0,2012
19829,Himizu,129.0,2011
19830,Brooklyn Castle,101.0,2012
19831,The Well Digger's Daughter,107.0,2011
19832,The Ambush: Incident at Blood Pass,117.0,1970
19833,Jiang Hu,85.0,2004
19834,I Accuse,0.0,2003
19835,Death Weekend,87.0,1976
19836,H.P. Lovecraft's The Tomb,81.0,2007
19837,Jackass 3.5,85.0,2011
19838,Labor Pains,89.0,2009
19839,Cockneys vs Zombies,88.0,2012
19840,28 Hotel Rooms,82.0,2012
19841,Citadel,85.0,2012
19842,Dangerous Liaisons,110.0,2012
19843,Blood Tide,82.0,1982
19844,The Scorpion King 3: Battle for Redemption,106.0,2012
19845,Wishmaster 2: Evil Never Dies,96.0,1999
19846,Indie Game: The Movie,96.0,2012
19847,"Batman: The Dark Knight Returns, Part 1",76.0,2012
19848,Capital,114.0,2012
19849,Beloved Berlin Wall,103.0,2009
19850,Meet Monica Velour,98.0,2010
19851,Thurgood,105.0,2011
19852,The Conscientious Objector,101.0,2004
19853,Kill Me Please,95.0,2010
19854,Lincoln,149.0,2012
19855,Nature Calls,79.0,2012
19856,Babbitt,74.0,1934
19857,In Their Sleep,79.0,2010
19858,Requiem for a Killer,91.0,2011
19859,La Bohème,95.0,1926
19860,The Caine Mutiny Court-Martial,100.0,1988
19861,Vamps,93.0,2012
19862,Cash on Demand,84.0,1961
19863,The Naughty Room,0.0,2012
19864,The Moth Diaries,85.0,2011
19865,Joe + Belle,80.0,2011
19866,The Invisible War,93.0,2012
19867,OMG: Oh My God!,125.0,2012
19868,The Strawberry Statement,109.0,1970
19869,The Twilight Saga: Breaking Dawn - Part 2,115.0,2012
19870,Shakespeare High,81.0,2012
19871,The Circle,66.0,1925
19872,A Holiday Engagement,92.0,2011
19873,The Tiger Brigades,125.0,2006
19874,The Year 01,90.0,1973
19875,Walter,70.0,1982
19876,10 Years,100.0,2011
19877,Price Check,92.0,2012
19878,Red Dawn,93.0,2012
19879,Starry Starry Night,99.0,2011
19880,Rise of the Guardians,97.0,2012
19881,The Seafarers,29.0,1953
19882,The Counterfeiters of Paris,98.0,1961
19883,Kabei: Our Mother,133.0,2008
19884,Samurai Banners,165.0,1969
19885,Murder on Flight 502,97.0,1975
19886,Amor?,0.0,2011
19887,The Last Trapper,94.0,2004
19888,Le Poulpe,0.0,1998
19889,Locked Out,78.0,2006
19890,A Fantastic Fear of Everything,100.0,2012
19891,Fire Over England,92.0,1937
19892,Fog Over Frisco,68.0,1934
19893,Ten Seconds to Hell,93.0,1959
19894,Storage 24,87.0,2012
19895,Tokio Baby,0.0,2010
19896,Deadfall,95.0,2012
19897,Skirt Day,88.0,2008
19898,So Big!,81.0,1932
19899,The Singing Marine,105.0,1937
19900,The Great Diamond Robbery,70.0,1954
19901,Two Sisters From Boston,112.0,1946
19902,The Quare Fellow,85.0,1962
19903,Chronicle of My Mother,119.0,2011
19904,"Moral Tales, Filmic Issues",84.0,2006
19905,97 Percent True,51.0,2008
19906,Les modèles de 'Pickpocket',52.0,2004
19907,The Confession,114.0,1999
19908,Lovely to Look At,103.0,1952
19909,Excuse My Dust,82.0,1951
19910,Watch the Birdie,71.0,1950
19911,Putin’s Kiss,85.0,2011
19912,Journey to Saturn,90.0,2008
19913,Byzantium,118.0,2012
19914,Buzzkill,90.0,2012
19915,The Perfect Family,84.0,2011
19916,Halo 4: Forward Unto Dawn,92.0,2012
19917,Step Up Revolution,99.0,2012
19918,The Yellow Cab Man,85.0,1950
19919,Four More Years,87.0,2010
19920,Hellraiser: Revelations,75.0,2011
19921,Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',56.0,2003
19922,Jungle de Ikou,86.0,1997
19923,Making 'The New World',82.0,2006
19924,The Lost Missile,70.0,1958
19925,Nightmare Man,89.0,2006
19926,Cry Wolf,83.0,1947
19927,Imaginaerum,80.0,2012
19928,Hold Up,90.0,2010
19929,Tarda estate,,2010
19930,Raw Deal: A Question Of Consent,90.0,2001
19931,Budd Boetticher: An American Original,51.0,2005
19932,The Footprints of a Spirit,45.0,1998
19933,James Dean Remembered,67.0,1974
19934,Our Town,120.0,2003
19935,Bed of Roses,67.0,1933
19936,Division III: Football's Finest,98.0,2011
19937,Rebecca of Sunnybrook Farm,80.0,1938
19938,Mark Twain,212.0,2002
19939,DMT: The Spirit Molecule,75.0,2010
19940,Mac & Devin Go to High School,75.0,2012
19941,A Burning Hot Summer,95.0,2011
19942,A Kiss for Corliss,88.0,1949
19943,Adventure in Baltimore,89.0,1949
19944,Baby Take a Bow,76.0,1934
19945,The Tempest,123.0,1980
19946,The Tempest,123.0,1980
19947,The Tempest,123.0,1980
19948,The Tempest,123.0,1980
19949,New Fist of Fury,114.0,1976
19950,The Killer Meteors,104.0,1976
19951,Shaolin Wooden Men,97.0,1976
19952,The 36 Crazy Fists,90.0,1977
19953,The Sleeping Car Murder,95.0,1965
19954,Let's Not Get Angry,100.0,1966
19955,Hothead,89.0,1979
19956,Poolboy - Drowning Out the Fury,90.0,2011
19957,The Poll Diaries,129.0,2010
19958,Aftermath,107.0,2012
19959,Paperman,7.0,2012
19960,To Kill with Intrigue,106.0,1977
19961,Magnificent Bodyguards,101.0,1978
19962,Fearless Hyena,92.0,1979
19963,Dragon Fist,76.0,1979
19964,Half a Loaf of Kung Fu,97.0,1978
19965,We Should Not Exist,0.0,2006
19966,Erreur de la banque en votre faveur,98.0,2009
19967,Kirikou and the Wild Beasts,75.0,2005
19968,The Statue of Liberty,60.0,1985
19969,Slingshot,90.0,2005
19970,Brooklyn Bridge,58.0,1982
19971,Arcade,85.0,1993
19972,Jude the Obscure,300.0,1971
19973,Paramore: The Final Riot!,70.0,2008
19974,Bad Ass,90.0,2012
19975,Nativity!,105.0,2009
19976,A Christmas Story 2,86.0,2012
19977,Elevator Girl,90.0,2010
19978,Fantasy Mission Force,90.0,1983
19979,Fearless Hyena Part II,92.0,1983
19980,Recoil,94.0,2011
19981,Ghost Voyage,86.0,2008
19982,"Peace, Love & Misunderstanding",96.0,2011
19983,The Congress,122.0,2013
19984,The Congress,122.0,2013
19985,The Congress,122.0,2013
19986,The Congress,122.0,2013
19987,Fever,99.0,1991
19988,Made in Mexico,98.0,2012
19989,Hitchcock,98.0,2012
19990,Caesar Must Die,76.0,2012
19991,Interceptor,92.0,1992
19992,Now Where Did the Seventh Company Get to?,95.0,1973
19993,Other Worlds,74.0,2004
19994,Peppermint Soda,97.0,1977
19995,American Roulette,102.0,1988
19996,From Up on Poppy Hill,91.0,2011
19997,Redline,102.0,2009
19998,Honeymoon,74.0,1947
19999,Just Around the Corner,70.0,1938
20000,Kathleen,88.0,1941
20001,Burn Up!,50.0,1991
20002,Lulu in Berlin,50.0,1984
20003,The time and patience,52.0,1994
20004,Welcome to the Space Show,136.0,2010
20005,Winners & Sinners,108.0,1983
20006,Barry Munday,95.0,2010
20007,Purge,125.0,2012
20008,The Day He Arrives,79.0,2011
20009,My Lucky Stars,96.0,1985
20010,"Twinkle, Twinkle, Lucky Stars",105.0,1985
20011,Kiss and Tell,120.0,1996
20012,"Oui, mais...",104.0,2001
20013,Space Adventure Cobra,95.0,1982
20014,L'aventure c'est l'aventure,120.0,1972
20015,A Season for Miracles,100.0,1999
20016,1911,125.0,2011
20017,Looking for Jackie,85.0,2009
20018,The Shaolin Temple,95.0,1982
20019,Shaolin Temple 2: Kids from Shaolin,103.0,1984
20020,Carol Channing: Larger Than Life,87.0,2012
20021,Memory,98.0,2006
20022,Martial Arts of Shaolin,90.0,1986
20023,Snowmageddon,86.0,2011
20024,Stand Up and Fight,97.0,1939
20025,Jazz,1140.0,2001
20026,Barbara,105.0,2012
20027,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,85.0,2012
20028,Little Miss Broadway,72.0,1938
20029,Miss Annie Rooney,82.0,1942
20030,Mr. Belvedere Goes to College,83.0,1949
20031,The Hobbit: An Unexpected Journey,169.0,2012
20032,Mon Paradis - Der Winterpalast,48.0,2001
20033,No Flesh Shall Be Spared,54.0,2009
20034,I am Von Höfler Variation on Werther,160.0,2008
20035,Born to Defend,120.0,1986
20036,Dragon Fight,96.0,1989
20037,The Master,92.0,1992
20038,Kung Fu Cult Master,99.0,1993
20039,The Fitzgerald Family Christmas,103.0,2012
20040,Hyde Park on Hudson,94.0,2012
20041,Lay the Favorite,94.0,2012
20042,Audition/Talent Competition,79.0,1964
20043,All's Faire in Love,104.0,2009
20044,Crooked Arrows,95.0,2012
20045,The Enforcer,104.0,1995
20046,Dr. Wai in the Scriptures with No Words,86.0,1996
20047,Once Upon a Time in China and America,102.0,1997
20048,Contract Killer,103.0,1998
20049,The Executor,95.0,1981
20050,Never Say... Never!,101.0,2005
20051,Calmos,81.0,1976
20052,How to Make Love to a Woman,91.0,2010
20053,"After Fall, Winter",130.0,2012
20054,Violeta Went to Heaven,110.0,2011
20055,Rebellion,136.0,2011
20056,Versailles,113.0,2008
20057,Two in the Wave,91.0,2010
20058,Lotte Reiniger: Homage to the Inventor of the Silhouette Film,0.0,2001
20059,"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'",0.0,2005
20060,Yossi,84.0,2012
20061,"All Blossoms Again: Pedro Costa, Director",78.0,2006
20062,The Last Rites of Joe May,106.0,2011
20063,100 Ways to Murder Your Wife,92.0,1986
20064,The Prodigal,112.0,1955
20065,The Eleventh Hour,93.0,2008
20066,Barfi,155.0,2012
20067,Federico Fellini's Autobiography,68.0,2000
20068,Zero Dark Thirty,157.0,2012
20069,Neighboring Sounds,131.0,2012
20070,Consuming Spirits,136.0,2012
20071,Chasing Ice,74.0,2012
20072,Antiviral,110.0,2012
20073,The Arrival of a Train at La Ciotat,1.0,1896
20074,Adventures of Arsene Lupin,131.0,2004
20075,The Three Brothers,105.0,1995
20076,Ghost Machine,100.0,2009
20077,Freeloaders,77.0,2012
20078,The Immortal Story,63.0,1968
20079,Filming Othello,84.0,1978
20080,The Woodsman and the Rain,129.0,2011
20081,Fire with Fire,97.0,2012
20082,Warm Bodies,97.0,2013
20083,The Gay Bed and Breakfast of Terror,110.0,2007
20084,Dororo,139.0,2007
20085,Let Fury Have the Hour,100.0,2012
20086,Asylum Blackout,85.0,2011
20087,Fresh Bait,117.0,1995
20088,Frenchmen,100.0,2003
20089,Wrong,94.0,2012
20090,Young & Wild,92.0,2012
20091,Trishna,117.0,2011
20092,Aftershock,135.0,2010
20093,Chained,94.0,2012
20094,The Goodbye Girl,103.0,2004
20095,The Ring Finger,100.0,2005
20096,"Count Yorga, Vampire",93.0,1970
20097,The Comedy,95.0,2012
20098,7 Khoon Maaf,137.0,2011
20099,The Red Shoes,108.0,2006
20100,Bluebeard,125.0,1972
20101,Our Little Girl,65.0,1935
20102,Playing for Keeps,106.0,2012
20103,Poor Little Rich Girl,79.0,1936
20104,Skate Or Die,92.0,2008
20105,Negative Happy Chain Saw Edge,109.0,2008
20106,Stevie Nicks: Live at Red Rocks,60.0,1987
20107,The Guilt Trip,95.0,2012
20108,The Girl on a Motorcycle,91.0,1968
20109,Save the Date,98.0,2012
20110,Jack Reacher,130.0,2012
20111,Django Unchained,165.0,2012
20112,This Is 40,134.0,2012
20113,The Monster,132.0,1993
20114,I Bought a Vampire Motorcycle,101.0,1990
20115,Willard,95.0,1971
20116,The Public Woman,113.0,1984
20117,Ohyaku: The Female Demon,90.0,1968
20118,Ice Cream Man,84.0,1995
20119,Cirque du Soleil: Worlds Away,91.0,2012
20120,The Impossible,113.0,2012
20121,A Carol for Another Christmas,84.0,1964
20122,Les Misérables,157.0,2012
20123,Gestapo's Last Orgy,81.0,1977
20124,Mamitas,109.0,2012
20125,The Bobo,105.0,1967
20126,Struck by Lightning,90.0,2012
20127,Minecraft: The Story of Mojang,104.0,2012
20128,Spring Break Shark Attack,88.0,2005
20129,Campfire Tales,88.0,1997
20130,Seven Ways from Sundown,96.0,1960
20131,Aziz Ansari: Intimate Moments for a Sensual Evening,56.0,2010
20132,Not Fade Away,112.0,2012
20133,Quartet,98.0,2012
20134,Silent Night,99.0,2012
20135,The Turn of the Screw,89.0,2009
20136,"Coluche, l'histoire d'un mec",103.0,2008
20137,Les parasites,90.0,1999
20138,The Reluctant Dragon,74.0,1941
20139,A Marine Story,98.0,2010
20140,Malibu High,92.0,1979
20141,The Softening of the Egg,107.0,1975
20142,Who Wants To Kill Jessie?,81.0,1966
20143,Jerusalem Countdown,83.0,2011
20144,Stand Up and Cheer!,69.0,1934
20145,Stowaway,87.0,1936
20146,Susannah of the Mounties,78.0,1939
20147,11 Flowers,110.0,2011
20148,In Your Dreams,0.0,2005
20149,The Willow Tree,96.0,2005
20150,Would You Rather,93.0,2012
20151,Kumaré,86.0,2012
20152,Lady Oscar,124.0,1979
20153,That Hagen Girl,83.0,1947
20154,Holiday Wishes,90.0,2006
20155,Maximum Conviction,97.0,2012
20156,The Eye of the Storm,114.0,2011
20157,976-Evil II,93.0,1992
20158,Xtro 2: The Second Encounter,92.0,1990
20159,Xtro 3: Watch the Skies,97.0,1995
20160,Addicted,105.0,2014
20161,Foreign Intrigue,95.0,1956
20162,Harem suare,125.0,1999
20163,"Glenn, the Flying Robot",84.0,2010
20164,Kevin Smith: Burn in Hell,89.0,2012
20165,Slipstream,102.0,1989
20166,The Woodmans,82.0,2011
20167,3 Zimmer/Küche/Bad,118.0,2012
20168,Holiday in Handcuffs,120.0,2007
20169,Camp Rock 2: The Final Jam,97.0,2010
20170,StreetDance 3D,98.0,2010
20171,The New Barbarians,91.0,1983
20172,How To Stop Being A Loser,109.0,2011
20173,Transfer,93.0,2010
20174,Holiday Reunion,91.0,2003
20175,A Time of Roses,108.0,1969
20176,Lipton Cockton in the Shadows of Sodoma,83.0,1995
20177,A Midsummer of Love,93.0,2009
20178,Alois Nebel,84.0,2011
20179,Juan of the Dead,100.0,2011
20180,Parental Guidance,104.0,2012
20181,Sexy Baby,83.0,2012
20182,Snow on tha Bluff,79.0,2011
20183,John Dies at the End,99.0,2012
20184,Vidal Sassoon: The Movie,90.0,2010
20185,Born to Be Wild,40.0,2011
20186,Blonde Ice,73.0,1948
20187,Ultrasuede: In Search of Halston,89.0,2011
20188,Trek Nation,88.0,2011
20189,Sun Kissed,82.0,2012
20190,Chely Wright: Wish Me Away,120.0,2011
20191,The Central Park Five,119.0,2012
20192,The Collection,94.0,2012
20193,The Cherry Orchard: Blossoming,102.0,2008
20194,FDR: American Badass!,93.0,2012
20195,All Superheroes Must Die,78.0,2011
20196,Jean Renoir: Part One - From La Belle Époque to World War II,60.0,1993
20197,Booker's Place: A Mississippi Story,90.0,2012
20198,Girl Walk // All Day,75.0,2011
20199,Las Acacias,85.0,2011
20200,Just Ask My Children,91.0,2001
20201,Never Too Young to Die,92.0,1986
20202,Remember the Daze,101.0,2007
20203,Waiting for Lightning,96.0,2012
20204,Yesterday's Enemy,95.0,1959
20205,Young People,79.0,1940
20206,Henry,0.0,2010
20207,L'incruste,86.0,2004
20208,The Villain,86.0,2009
20209,Soldiers of Fortune,94.0,2012
20210,Rurouni Kenshin,134.0,2012
20211,Les Misérables,400.0,2000
20212,Extracted,85.0,2012
20213,Stevie,94.0,2008
20214,Mansome,84.0,2012
20215,Les Misérables,210.0,1958
20216,Les Miserables,105.0,1952
20217,The Big Street,88.0,1942
20218,The True Meaning of Christmas Specials,0.0,2002
20219,Great Escape: The Untold Story,60.0,2001
20220,Kenji Mizoguchi: The Life of a Film Director,150.0,1975
20221,Cornelis,101.0,2010
20222,Promised Land,106.0,2012
20223,Neo Ned,97.0,2005
20224,Offender,102.0,2012
20225,Confessions of a Window Cleaner,90.0,1974
20226,The Man Who Haunted Himself,94.0,1970
20227,Dakota Skye,89.0,2008
20228,A Demon in My View,110.0,1991
20229,The Immaculate Conception of Little Dizzle,98.0,2010
20230,Judas Kiss,94.0,2011
20231,Confessions of a Pop Performer,91.0,1975
20232,Private Romeo,99.0,2011
20233,Role/Play,85.0,2010
20234,I Know What I Saw,0.0,2009
20235,The Sweeney,112.0,2012
20236,English Vinglish,133.0,2012
20237,Fish Story,112.0,2009
20238,Comedy Central Roast of Bob Saget,90.0,2008
20239,Tiny Toon Adventures: How I Spent My Vacation,80.0,1992
20240,Trapped in the Closet: Chapters 1-12,43.0,2005
20241,The Sea of Grass,123.0,1947
20242,The Visitors,88.0,1972
20243,The Man Who Laughs,93.0,2012
20244,Excuse Me for Living,105.0,2012
20245,Aftermath,30.0,1994
20246,Fragments of an Alms-Film,75.0,1972
20247,Manuel on the Island of Wonders,130.0,1984
20248,Eat Sleep Die,104.0,2012
20249,Dr. Bronner's Magic Soapbox,88.0,2007
20250,"Guns, Girls and Gambling",85.0,2011
20251,A Dark Truth,106.0,2012
20252,A Conversation with Gregory Peck,97.0,1999
20253,Odette Toulemonde,100.0,2006
20254,Mein Kampf,110.0,2009
20255,Pusher,86.0,2012
20256,Lucy,128.0,2003
20257,The Hollywood Complex,90.0,2011
20258,The Shunning,88.0,2011
20259,She Had to Say Yes,65.0,1933
20260,Leave,84.0,2011
20261,Texas Chainsaw 3D,92.0,2013
20262,K-11,88.0,2013
20263,Ex-Girlfriends,72.0,2012
20264,Gangster Squad,113.0,2013
20265,Dabangg 2,125.0,2012
20266,The Marsh,92.0,2006
20267,Road to Redemption,89.0,2001
20268,The Climb,99.0,2002
20269,The Warrior and the Sorceress,81.0,1984
20270,The Company You Keep,121.0,2012
20271,The Trouble with Bliss,97.0,2011
20272,The Samaritan,90.0,2012
20273,I Got Next,96.0,2011
20274,The Iceman,105.0,2012
20275,Behind Blue Skies,110.0,2010
20276,Mad Ron's Prevues from Hell,83.0,1987
20277,T.N.T.,90.0,1998
20278,Secrets of the Tribe,98.0,2010
20279,It's Such a Beautiful Day,62.0,2012
20280,Kiss the Bride,100.0,2007
20281,A Haunted House,86.0,2013
20282,Sinners and Saints,104.0,2010
20283,Painted Lady,204.0,1998
20284,Whores' Glory,110.0,2011
20285,Somewhere in Palilula,145.0,2012
20286,A Fork in the Road,105.0,2010
20287,Planet of Snail,88.0,2011
20288,The Waiting Room,0.0,2012
20289,Beware of Mr. Baker,100.0,2012
20290,"Batman: The Dark Knight Returns, Part 2",78.0,2013
20291,Alphabet City,85.0,1984
20292,Beyond the Hills,150.0,2012
20293,Pokémon the Movie Black: Victini and Reshiram,96.0,2011
20294,Pokémon the Movie White: Victini and Zekrom,96.0,2011
20295,Cleanflix,85.0,2010
20296,The Unloved,106.0,2009
20297,The Hand,18.0,1965
20298,Paul Williams Still Alive,87.0,2011
20299,Sister,100.0,2012
20300,Mea Maxima Culpa: Silence in the House of God,106.0,2012
20301,Everything or Nothing,98.0,2012
20302,Grayeagle,104.0,1977
20303,Codependent Lesbian Space Alien Seeks Same,76.0,2012
20304,The World's Greatest Athlete,93.0,1973
20305,Jesse Stone: Stone Cold,87.0,2005
20306,Jesse Stone: Death in Paradise,87.0,2006
20307,Jesse Stone: Sea Change,88.0,2007
20308,Cargo,0.0,2011
20309,Jesse Stone: No Remorse,87.0,2010
20310,Jesse Stone: Innocents Lost,90.0,2011
20311,Jesse Stone: Benefit of the Doubt,87.0,2012
20312,Diana Vreeland: The Eye Has to Travel,86.0,2012
20313,Padre nuestro,110.0,2007
20314,Milarepa,90.0,2008
20315,Marked for Murder,90.0,1993
20316,Morgan Pålsson - Världsreporter,84.0,2008
20317,Renoir,111.0,2012
20318,Typhoon,124.0,2005
20319,The Last Stand,107.0,2013
20320,Mama,100.0,2013
20321,The Candidate,90.0,2008
20322,Upstream Color,96.0,2013
20323,Fast Life,82.0,1932
20324,Careless Love,104.0,2012
20325,Special When Lit,97.0,2009
20326,The Year of the Tiger,82.0,2011
20327,Outpost: Black Sun,101.0,2012
20328,Preston Sturges: The Rise and Fall of an American Dreamer,75.0,1990
20329,Double Indemnity,75.0,1973
20330,London After Midnight,47.0,2002
20331,Broken City,109.0,2013
20332,Nursery University,90.0,2009
20333,The Counterfeit Coin,127.0,1955
20334,Nameless Gangster,133.0,2012
20335,Ginger & Rosa,89.0,2012
20336,First Shot,116.0,2002
20337,Marina Abramović: The Artist Is Present,106.0,2012
20338,Bonsai,95.0,2011
20339,Shadow Dancer,101.0,2012
20340,Thale,76.0,2012
20341,It's a Disaster,86.0,2013
