,production_companies,revenue
17774,"Heyday Films, British Broadcasting Corporation (BBC), Carnival Films & Television, Masterpiece, Runaway Fridge TV",0
17775,Channel 4 Television Corporation,88025781
17776,"Yorkshire Television (YTV), William F. Storke & Robert E. Fuisz",0
17777,Alameda Films,0
17778,Allan King Associates,0
17779,"GNK Productions, Match Factory, The, Medienboard Berlin-Brandenburg",0
17780,"Le Film d'Art, Sterling Camera and Film Company, M.B. Dudley Amusement Co.",0
17781,"Bayerischer Rundfunk (BR), Vestron Pictures, B.A. Filmproduktion",0
17782,"Capitol Films, Rising Star",0
17783,Metro-Goldwyn-Mayer (MGM),0
17784,"Kartemquin Films, Rise Films",282448
17785,"The Rank Organisation, Vega Film",0
17786,"The Harvey Boys, NVSH Productions, Phase 4 Films, SModcast Pictures",1104682
17787,"I.N.C.A.A., Max Films Productions, CQ3 Films",0
17788,Pathé-Natan,0
17789,Pathé-Natan,0
17790,"Zweites Deutsches Fernsehen (ZDF), Wüste Film",0
17791,,0
17792,,0
17793,"Filmgraphics Entertainment, Film Finance",0
17794,"Summit Entertainment, Witt/Thomas Productions, Depth of Field, McLaughlin Films, Lime Orchard Productions",1759252
17795,"Baa-Ram-Ewe, Sahamongkolfilm International",0
17796,NALA Films,22270
17797,,0
17798,"Téléfilm Canada, Independent Edge FIlms, Canadian Film or Video Production Tax Credit (CPTC), Province of British Columbia Film Incentive BC, Three-Seven Entertainment",8020
17799,,0
17800,,0
17801,The Weinstein Company,30551495
17802,,0
17803,Columbia Pictures Corporation,0
17804,Twentieth Century Fox Film Corporation,0
17805,Group Film Productions,0
17806,Twentieth Century Fox Film Corporation,0
17807,Twentieth Century Fox Film Corporation,0
17808,ASA,0
17809,Incentive Filmed Entertainment,10126458
17810,Trinity Filmed Entertainment,0
17811,"Double Feature Films, Regency Enterprises, Warner Bros., Participant Media, Imagenation Abu Dhabi FZ",137551594
17812,"France 3 Cinéma, Eurimages, Fandango, Rai Cinema, Le Pacte, Canal+, Backup Films, France Télévision, Coficup, Sacher Film",0
17813,Paramount Pictures,0
17814,Magnum Motion Pictures Inc..,5091888
17815,"Screen Australia, Screen NSW, Fulcrum Media Finance, Spectrum Films, Magic Films, Deluxe Australia, Big Ears Productions",0
17816,Films Mundiales,0
17817,,0
17818,Battleplan Productions,10324441
17819,"Columbia Pictures, Scott Rudin Productions",110206216
17820,"Oscilloscope Laboratories, Bulletproof Films",0
17821,"Jaleo Films, Oberón Cinematográfica, Pensa & Rocca Producciones",0
17822,Krystal Motion Picture Productions,0
17823,Warner Bros.,0
17824,,0
17825,RKO Radio Pictures,0
17826,Universal Pictures,0
17827,"Pyramide Productions, Pandora Filmproduktion, Sputnik",0
17828,,0
17829,,0
17830,Girafa Filmes,0
17831,D & B Films Co. Ltd.,0
17832,"Excel Entertainment, Eros International",0
17833,"Columbia Pictures, Imagine Entertainment, 360 Pictures",163265
17834,StudioUrania,0
17835,"Nikkatsu, Stairway",0
17836,"Scottish Screen, EM Media, Forward Films, Edge City Films",0
17837,"Walt Disney Pictures, Walt Disney Television Animation",0
17838,RKO Radio Pictures,0
17839,,0
17840,,0
17841,,0
17842,,0
17843,"Zentropa Productions, Grupo de Estudos e Realizações (GER), Pierre Grise Productions",0
17844,Hammer Film Productions,0
17845,,0
17846,,0
17847,"Bac Films, Les Films Alain Sarde, M6 Films, Canal+, Little Bear",0
17848,"Renn Productions, Eléfilm",0
17849,"Les Productions Artistes Associés, Dino de Laurentiis Cinematografica",0
17850,"Les Films du Losange, Société Nouvelle de Cinématographie (SNC), Circle Associates Ltd.",0
17851,"Gaumont, LGM Productions, TF1 Films Production, Canal+, TPS Star, Nexus Factory, uFilm, K.R. Productions",0
17852,Maruti International,0
17853,Ramalho Filmes,0
17854,"Fastnet Films, Rinkel Film, Family Affair Films, Rinkel Film & TV Productions BV",0
17855,"Rising Star, Premiere Picture, Mythic International Entertainment, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), Wales Creative IP Fund, Silver Reel, Perpetual Media Capital, Molinare Investment, VIP 4 Medienfonds, ContentFilm International",0
17856,Metro-Goldwyn-Mayer (MGM),0
17857,,0
17858,,0
17859,,0
17860,"Aurora Films, L.B.Films International",0
17861,Paramount Pictures,0
17862,Troma Entertainment,0
17863,Shochiku Ofuna,0
17864,"WGBH, Granada Television, Irish Film Industry, ITV Productions",0
17865,The Rank Organisation,0
17866,,0
17867,,0
17868,"Pandora Filmproduktion, Instituto Português da Arte Cinematográfica e Audiovisual (IPACA), Contracosta Produções",0
17869,,0
17870,"Nederlands Fonds voor de Film, Spier Films, CoBo Fonds, IDTV Film, Comet Film Produktion GmbH, NTR, Cool Beans, Riba Film International",0
17871,,0
17872,,0
17873,"Snowfort Pictures, Site B, Arable Entertainment",0
17874,Praesens-Film,0
17875,Filmova Společnost Praha,0
17876,"C-2 Pictures, Cinergi, Flashback Productions",0
17877,Paramount Pictures,0
17878,Cinesur,0
17879,"Paramount Pictures, Marvel Studios",1519557910
17880,Warner Bros.,0
17881,"StudioCanal, Kinowelt Filmproduktion, Canal+, CinéCinéma, Working Title Films, Karla Films",0
17882,"Asghar Farhadi Productions, Dreamlab Films, MPA APSA Academy Film Fund",0
17883,"Recorded Pictures Company, The Movie Network, Millbrook Pictures, Prospero Pictures, Lago Film, Dangerous Method Film AG",27462041
17884,Columbia Pictures Corporation,0
17885,Triangle Production,0
17886,Columbia Pictures Corporation,0
17887,"Angel Productions, Les Productions Meric-Matalon, Dial Films",0
17888,,0
17889,"Solaris Film, Lionsgate, Mimran Schur Pictures, Filmtribe",23057115
17890,Small Form Films,0
17891,The Asylum,0
17892,Warner Bros.,0
17893,"Paris Film Productions, Interopa Film",0
17894,,0
17895,Twentieth Century Fox Film Corporation,0
17896,"Appian Way, Crystal City Entertainment, Cross Creek Pictures, Exclusive Media Group, Smokehouse Pictures",75993061
17897,"Reforma Films, Compagnie Industrielle et Commerciale Cinématographique (CICC)",0
17898,,0
17899,"Warner Bros., The Vitaphone Corporation",0
17900,Metro-Goldwyn-Mayer (MGM),0
17901,Fox Film Corporation,0
17902,"Rook Films, Warp X",171760
17903,"Current Entertainment, Omnilab Media, Ambience Entertainment, International Traders, Open Road Films, Sighvatsson Films, Palomar Pictures (II), Film Victoria, Wales Creative IP Fund",57777106
17904,,0
17905,,0
17906,Yash Raj Films,8500000
17907,,0
17908,Coatwolf Productions,101236
17909,"Summit Entertainment, Mandate Pictures",39187783
17910,"Darlow Smithson Productions, Channel 4 Television",0
17911,"Royal Film, Continental Motion Pictures, A.D.I. Inc.",0
17912,,0
17913,Lippert Pictures,0
17914,,0
17915,"Medienboard Berlin-Brandenburg, Vega Film, Zero Fiction Film, Fonds Eurimages du Conseil de l'Europe, TT Filmmûhely, Motion Picture Public Foundation of Hungary, Werc Werk Works, Movie Partners In Motion Film",0
17916,Gorky Film Studio,0
17917,"Zeynofilm, Production 2006, 1000 Volt",138730
17918,"France 3 Cinéma, La Petite Reine, Studio 37, uFilm, Jouror Productions, La Classe Américaine, JD Prod",133432856
17919,Babe Films,0
17920,,0
17921,"Atlantis Film, Antiteater-X-Film",0
17922,"Ealing Studios, BaggyJoe Productions, Grovesnor Park Film, Thema Production",0
17923,BR,0
17924,,0
17925,William Goetz Productions,0
17926,"Oakshire Productions, Titan International",0
17927,,0
17928,Shôchiku Eiga,0
17929,,0
17930,"Coproduction Office, Plattform Produktion",0
17931,"Canal+, Centre National de la Cinématographie (CNC), Goskino",0
17932,,0
17933,,0
17934,Gruzia-Film,0
17935,"Paramount Pictures, Dena Productions",0
17936,Rankin/Bass Productions,0
17937,,0
17938,Shôchiku Eiga,0
17939,Sun Pictures,62000000
17940,British Broadcasting Corporation (BBC),0
17941,Lotus Film,0
17942,Association coopérative des productions audio-visuelles (ACPAV),0
17943,"Ma.Ja.De Filmproduktion, Telewizja Polska (TVP), MS-Films",0
17944,"A Space Between, Marakesh Films, Bago Pictures",0
17945,Cineproduzioni Daunia 70,0
17946,Motion Picture Corporation of America,0
17947,,0
17948,,0
17949,Hark Film,0
17950,Mrs. White's Productions,0
17951,,0
17952,Park Chul-Soo Films Ltd.,2000000
17953,"Canana Films, Fidecine, verosimilitude, revolcadero",0
17954,,0
17955,,0
17956,Les Films Corona,0
17957,Shaw Brothers,0
17958,"Hydraulx, REI Capital, Grove Hill Productions, Strange Matter Films",3099314
17959,Madragoa Filmes,0
17960,Roman Spring Pictures,0
17961,,0
17962,Tigers Den Studios,27046
17963,Barton Films,0
17964,"Mr. Tamborine Man, Essential Pictures",253899
17965,,0
17966,,0
17967,,0
17968,,0
17969,Twentieth Century Fox Film Corporation,0
17970,TriStar Pictures,0
17971,Universal Pictures,0
17972,RKO Radio Pictures,0
17973,Bawalco Picture Company,0
17974,Cocinex,0
17975,Telecinco Cinema,0
17976,"Flatland Pictures, Saturn Harvest Films, Khartoum",0
17977,"Head Gear Films, Alcove Entertainment, Pimienta, The Salt Company International, Metrol Technology",0
17978,Metro-Goldwyn-Mayer (MGM),0
17979,,0
17980,Metro-Goldwyn-Mayer (MGM),0
17981,"Sorolla Films, Maltese productions",0
17982,"London Film Productions, Individual Pictures",0
17983,,0
17984,"M6 Films, Zoulou Films, Cofimage 7, Lambart Productions, Centre Européen Cinématographique Rhône-Alpes",0
17985,"Adel Productions, Lira Films, Mondial Televisione Film",0
17986,,0
17987,,0
17988,"Green Film House, Amoon",0
17989,,0
17990,,0
17991,Cassel Productions,0
17992,Société Générale de Production,0
17993,Samurai Productions,0
17994,"Teshigahara Productions, Toho",0
17995,"Coop 99, Lotus Films, Abraxas, Dschoint Ventschr",0
17996,"DreamWorks SKG, 21 Laps Entertainment, Reliance Entertainment, Touchstone Pictures, ImageMovers, Angry Films, Revolution Sun Studios, Kontsept Film Company, Wardour Street Pictures",299268508
17997,Barrister Productions Inc.,0
17998,Time Warner Cable,0
17999,Red Bucket Films,0
18000,"PRF ""Zespol Filmowy"", Barrandov Studio",0
18001,"P.P. Film Polski, Filmové Studio Barrandov",0
18002,Rankin/Bass Productions,0
18003,,0
18004,Back Allie Productions,386749
18005,"Paramount Pictures, Seven Pictures, Claussen Wöbke Putz Filmproduktion, Caligari Film- und Fernsehproduktions, Vega Film GmbH",0
18006,"Röde Orm Filmproduktion AB, Daniel Collert Filmproduktion, Isis Cataegis",0
18007,"Gloria Films, Les Mille et Une Marches",0
18008,"MA.JA.DE Fiction, ARTE",0
18009,,0
18010,,0
18011,Werner Herzog Filmproduktion,0
18012,Dada-Filmi Oy,0
18013,,0
18014,,0
18015,"Les Films de l'Après-Midi, Rohfilm, Documentary & Experimental Film Center",0
18016,"Horizon Pictures, K. JAM Media, Bridgegate FIlms, Pangea Media Group",0
18017,Gorky Film Studio,0
18018,Les Films Marceau,0
18019,Peter Hutton,0
18020,,0
18021,Twentieth Century Fox Film Corporation,0
18022,,0
18023,,0
18024,"Dylan Sellers Productions, Weston Pictures, Zadan / Meron Productions",63543328
18025,"Universal Pictures, Strike Entertainment, Morgan Creek Productions",28128670
18026,"Secret Weapon Films, Stay Free Films, Damage Case Films & Distribution",0
18027,"First Point Entertainment, Braeburn Entertainment",63931
18028,,0
18029,"WarpX, Inflammable Films",22321
18030,Wiedemann & Berg Filmproduktion,0
18031,"Zespol Filmowy ""Perspektywa""",0
18032,"United Artists, Crown Productions",0
18033,"Cunningham & Maybach Films, FilmHaven Entertainment, BorderLine Films, This Is That Productions",3538446
18034,"BBC Films, Oscilloscope Laboratories",6038942
18035,,0
18036,,0
18037,,0
18038,Twentieth Century Fox Film Corporation,0
18039,,0
18040,"Impact Pictures, Studio Babelsberg, Nouvelles Éditions de Films (NEF), New Legacy, Constantin Film Produktion",132274484
18041,"Regency Enterprises, Strike Entertainment, New Regency Pictures",173930596
18042,"Sixteen Films, See Saw Films",0
18043,TFM Distribution,0
18044,"BBC Films, StudioCanal, UK Film Council",0
18045,Allied Filmmakers,0
18046,Films In Motion,0
18047,"Fox Searchlight Pictures, Scott Rudin Productions, Mirage Enterprises, Gilbert Films",46495
18048,"Wild Bunch, Zanagar Films, Canal+, Constantin Film Produktion, CinéCinéma, Versátil Cinema, SBS Productions, Polski Instytut Sztuki Filmowej, France Télévisions, France 2 Cinéma, SPI Film Studio",27603069
18049,"Mediapro Studios, Motion Picture Corporation of America (MPCA), Rodin Entertainment",0
18050,"Benaroya Pictures, Before the Door Pictures, Washington Square Films, Untitled Entertainment",19504039
18051,"Video Tape Corp., Pusat Perusahaan Film",0
18052,Security Pictures,0
18053,"Medusa Produzione, Les Films du Griffon, Nuova Dania Cinematografica",0
18054,Bob Swerer Productions,0
18055,Bob Swerer Productions,0
18056,Republic Pictures (I),0
18057,"Paramount Pictures, Blumhouse Productions, Room 101, Solana Films",205703818
18058,Cherry Sky Films,68945
18059,"Les Productions du Trésor, Mars Film Corporation, Chaocorp, Shortcom",20374201
18060,"Davis Entertainment, The Film Department, MJW Films",1296937
18061,,0
18062,,0
18063,,0
18064,"Marcel/Robertson Productions Limited, United Media",0
18065,,0
18066,,0
18067,Universal Pictures,160078586
18068,"Lions Gate Films, Vertigo Entertainment, Gotham Group, Tailor Made, Mango Farms, Quick Six Entertainment",82087155
18069,,0
18070,"ARP Sélection, Lucky Red, Indigo Film, Medusa Film, France 2 Cinéma",11790979
18071,"HanWay Films, UK Film Council, Alliance Films, See-Saw Films, Film4, Lipsync Productions",17693675
18072,"Societé d'Exploitation et de Distribution de Films (SEDIF), Confédération Générale du Travail (CGT)",0
18073,Dialchi Film,0
18074,Avala Film,0
18075,,0
18076,,0
18077,"Région Provence Côte d'Azur, La Fabrique de Films, Canal+, Toloda, Centre National de la Cinématographie (CNC), Soficinéma 2",0
18078,,0
18079,,0
18080,,0
18081,,0
18082,Maipo,0
18083,"Entre Chien et Loup, Goi-Goi Productions, Pili Films",0
18084,,0
18085,,0
18086,"Werner Herzog Filmproduktion, Süddeutscher Rundfunk (SDR)",0
18087,CJ Entertainment,0
18088,,0
18089,"Regency Enterprises, Contrafilm, New Regency Pictures",30426096
18090,"Cliffjack Motion Pictures, Morgan Creek Productions",38502340
18091,,0
18092,hiq productions,0
18093,Cinema West Productions,0
18094,"De Laurentiis Entertainment Group (DEG), Manson International, ITM Productions",0
18095,"Nordisk Film, Yellow Bird Films, Friland Produksjon, ARD Degeto Film",15699707
18096,"DC Comics, Warner Bros. Animation, Warner Premiere",0
18097,,0
18098,"P.P. Film Polski, Zespól Filmowy ""Tor"", Film Polski, Polish Corporation for Film Production",0
18099,Starlight International Media,13380561
18100,,0
18101,"Mpower Pictures, Relativity Media, 1984 Private Defense Contractors, Virgin Produced, Moonlighting Films, Apparatus Productions, GG Filmz, ITS Capital, Merlina Entertainment, MGP Productions, Safady Entertainment",2527904
18102,,0
18103,"3, 4 Women Productions",0
18104,,0
18105,"Columbia Pictures, Centropolis Entertainment",15395087
18106,"Kanzaman, Prescience, Lipsync Productions, Independent",850994
18107,,0
18108,Gold-Gems Ltd.,0
18109,"Local Films, Premiere Picture, DMK Productions, Veteran Pictures, Media Pro One, Iconiq Group",0
18110,"Dino de Laurentiis Cinematografica, Carlo Ponti Cinematografica",0
18111,Existential Films,0
18112,GMT Productions,0
18113,"MFG-Film, T.R.A.C.",0
18114,"Vanguard Films, London Film Productions, The Archers",0
18115,,0
18116,"Filmpool Nord, Filmlance International AB, Sveriges Television (SVT), Canal+, Kinoproduction, Finlands Svenska Television (FST)",0
18117,,0
18118,"United Artists, FP Films",0
18119,,0
18120,Jack H. Harris Enterprises,0
18121,"Columbia Pictures Corporation, Filmways Pictures, Woodfall Film Productions",0
18122,"Aspa Producciones Cinematográficas, Compagnia Europea Cinematografica",0
18123,"Universal Pictures, Image Entertainment, Relativity Media, Rat Entertainment",152930623
18124,"Imagine Entertainment, Malpaso Productions, Wintergreen Productions",84606030
18125,,0
18126,"Industry Entertainment, Imagenation Abu Dhabi FZ, Hyde Park Entertainment, Agent Two, Brandt/Haas Productions",3696232
18127,,0
18128,Paramount Pictures,0
18129,"Paramount Pictures, Columbia Pictures, WingNut Films, Amblin Entertainment, Nickelodeon Movies, Kennedy/Marshall Company, The, Hemisphere Media Capital",371940071
18130,Columbia Pictures Corporation,0
18131,Millennium Films,0
18132,"Dynamo, Dynamo Producciones, El Calvo Films",0
18133,,0
18134,,0
18135,Archipel 35,0
18136,Shaw Brothers,0
18137,"ARTE France Cinéma, Hold Up Films, Lilies Films",0
18138,,0
18139,,0
18140,"Fidélité Productions, Wild Bunch, Virtual Films, Canal+, Centre National de la Cinématographie (CNC)",0
18141,Universal Pictures,0
18142,,0
18143,Filmové Studio Barrandov,0
18144,"Lakeshore Entertainment, Pamlico Pictures",0
18145,,0
18146,"Twins Japan, Mirovision",0
18147,Melnitsa Animation Studio,0
18148,Krátký Film Praha,0
18149,Twentieth Century Fox Film Corporation,0
18150,,0
18151,,0
18152,"Paramount Pictures, Infinitum Nihil, GK Films",185770160
18153,,841733
18154,"Nu Image Films, Winkler Films, Millennium Films",9612469
18155,Ginso Investment Corp,0
18156,"Polish Film Institute, SPI International, Film It",0
18157,"Feature Productions, Samuel Goldwyn Company, The",0
18158,,0
18159,,0
18160,"Virgin Produced, Mark Canton Productions",226904017
18161,"Columbia Pictures, Happy Madison Productions, Broken Road Productions",149673788
18162,Kino video,0
18163,,0
18164,,0
18165,,0
18166,Richard-Oswald-Produktion,0
18167,Big Up Productions,0
18168,,0
18169,"Corrino Media Corporation, Corsan, Staccato Films",5728213
18170,"Grindstone Entertainment Group, Cheetah Vision, Paradox Entertainment, Gunny Entertainment, Emmett/Furla Films, Hedge Fund Film Partners",2128186
18171,"Canal+, Arte France, Arte France Cinéma",0
18172,"Schramm Film Koerner & Weber, Bayerischer Rundfunk (BR)",0
18173,"UK Film Council, Film4, Camberwell / Fly Films",1126525
18174,,0
18175,Shin Films,0
